[1259, 886]
[paragraph, [166.0, 84.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 102.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 120.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 138.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 156.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 174.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 192.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 210.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 228.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 246.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 264.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 282.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 300.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 318.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 336.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 354.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 372.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 390.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 408.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 426.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [166.0, 444.0, 628.0, 18.0], shoonya_0sTT7XYJMBLHD9, 5776576]
[paragraph, [169.0, 465.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 483.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 501.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 519.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 537.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 555.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 573.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 591.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 609.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 627.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 645.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 663.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 681.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 699.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 717.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 735.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 753.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 771.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 789.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 807.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 825.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 843.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 861.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 879.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 897.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [169.0, 915.0, 629.0, 18.0], shoonya_1sWTQEDUNCTYKA, 5776576]
[paragraph, [174.0, 939.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
[paragraph, [174.0, 957.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
[paragraph, [174.0, 975.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
[paragraph, [174.0, 993.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
[paragraph, [174.0, 1011.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
[paragraph, [174.0, 1029.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
[paragraph, [174.0, 1047.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
[paragraph, [174.0, 1065.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
[paragraph, [174.0, 1083.0, 623.0, 18.0], shoonya_2sKK6DG5YO7CFT, 5776576]
