[1507, 1065]
[ordered-list, [4.0, 42.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 78.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 114.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 150.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 186.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 222.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 258.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 294.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 330.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 366.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 402.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 438.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 474.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 510.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 546.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 582.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 618.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 654.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 690.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 726.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 762.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 798.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 834.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 870.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 906.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 942.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 978.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1014.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1050.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1086.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1122.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1158.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1194.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1230.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1266.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1302.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1338.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[ordered-list, [4.0, 1374.0, 1053.0, 36.0], shoonya_0sIOCXFJ8SWRG2, 5699080]
[folio, [0.0, 1470.0, 205.0, 36.0], MTCUCUlwnk, 5699080]
