[5478, 3644]
[folio, [2265.0, 418.0, 863.0, 52.5], rdfR9Wu3Yy, 5710215]
[folio, [2265.0, 470.5, 863.0, 52.5], rdfR9Wu3Yy, 5710215]
[folio, [2265.0, 523.0, 863.0, 52.5], rdfR9Wu3Yy, 5710215]
[paragraph, [496.0, 638.0, 2656.0, 52.5], RVBvx-cYyG, 5710215]
[paragraph, [496.0, 690.5, 2656.0, 52.5], RVBvx-cYyG, 5710215]
[paragraph, [496.0, 743.0, 2656.0, 52.5], RVBvx-cYyG, 5710215]
[paragraph, [496.0, 795.5, 2656.0, 52.5], RVBvx-cYyG, 5710215]
[paragraph, [496.0, 848.0, 2656.0, 52.5], RVBvx-cYyG, 5710215]
[paragraph, [657.0, 919.0, 2476.0, 52.5], oKR1OGZAfR, 5710215]
[paragraph, [657.0, 971.5, 2476.0, 52.5], oKR1OGZAfR, 5710215]
[paragraph, [657.0, 1024.0, 2476.0, 52.5], oKR1OGZAfR, 5710215]
[paragraph, [657.0, 1076.5, 2476.0, 52.5], oKR1OGZAfR, 5710215]
[paragraph, [491.0, 1162.0, 794.0, 52.5], ei34aLzs-d, 5710215]
[paragraph, [491.0, 1214.5, 794.0, 52.5], ei34aLzs-d, 5710215]
[paragraph, [689.0, 1305.0, 1594.0, 52.5], -h1tUWNSQD, 5710215]
[paragraph, [689.0, 1357.5, 1594.0, 52.5], -h1tUWNSQD, 5710215]
[paragraph, [505.0, 1429.0, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1481.5, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1534.0, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1586.5, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1639.0, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1691.5, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1744.0, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1796.5, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1849.0, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1901.5, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 1954.0, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 2006.5, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 2059.0, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [505.0, 2111.5, 2646.0, 52.5], duo3H-MRZn, 5710215]
[paragraph, [519.0, 2205.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2257.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2310.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2362.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2415.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2467.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2520.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2572.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2625.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2677.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2730.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2782.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2835.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2887.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2940.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 2992.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 3045.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 3097.5, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [519.0, 3150.0, 2701.0, 52.5], 7t0RfOeKx7, 5710215]
[paragraph, [533.0, 3253.0, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3305.5, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3358.0, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3410.5, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3463.0, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3515.5, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3568.0, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3620.5, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3673.0, 2688.0, 52.5], ezFDkk6syL, 5710215]
[paragraph, [533.0, 3768.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 3820.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 3873.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 3925.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 3978.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4030.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4083.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4135.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4188.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4240.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4293.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4345.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4398.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4450.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4503.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4555.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4608.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4660.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4713.0, 2665.0, 52.5], r4EdabmCpn, 5710215]
[paragraph, [533.0, 4765.5, 2665.0, 52.5], r4EdabmCpn, 5710215]
