[1625, 1211]
[section-title, [331.0, 93.0, 478.0, 49.5], shoonya_1s3G68WC6SXFID, 5742296]
[paragraph, [792.0, 161.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 197.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 233.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 269.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 305.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 341.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 377.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 413.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 449.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 485.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 521.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 557.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [792.0, 593.0, 350.0, 36.0], _VwM9v4GIX, 5742296]
[paragraph, [61.0, 164.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 200.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 236.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 272.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 308.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 344.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 380.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 416.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 452.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 488.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 524.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [61.0, 560.0, 350.0, 36.0], 0tH8emOzZP, 5742296]
[paragraph, [432.0, 166.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 202.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 238.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 274.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 310.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 346.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 382.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 418.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 454.0, 340.0, 36.0], tXOwaRiStM, 5742296]
[paragraph, [432.0, 490.0, 340.0, 36.0], tXOwaRiStM, 5742296]
