[2339, 1653]
[paragraph, [323.0, 163.0, 1138.0, 36.0], shoonya_2sUXYLHUEAJY53, 5734182]
[paragraph, [323.0, 199.0, 1138.0, 36.0], shoonya_2sUXYLHUEAJY53, 5734182]
[paragraph, [323.0, 235.0, 1138.0, 36.0], shoonya_2sUXYLHUEAJY53, 5734182]
[paragraph, [323.0, 271.0, 1138.0, 36.0], shoonya_2sUXYLHUEAJY53, 5734182]
[paragraph, [323.0, 307.0, 1138.0, 36.0], shoonya_2sUXYLHUEAJY53, 5734182]
[paragraph, [323.0, 343.0, 1138.0, 36.0], shoonya_2sUXYLHUEAJY53, 5734182]
[paragraph, [325.0, 385.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [325.0, 421.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [325.0, 457.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [325.0, 493.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [325.0, 529.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [325.0, 565.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [325.0, 601.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [325.0, 637.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [325.0, 673.0, 1136.0, 36.0], shoonya_3sETCCECHOPJAN, 5734182]
[paragraph, [329.0, 716.0, 1132.0, 36.0], shoonya_4sSF0OHRURDTIO, 5734182]
[paragraph, [329.0, 752.0, 1132.0, 36.0], shoonya_4sSF0OHRURDTIO, 5734182]
[paragraph, [329.0, 788.0, 1132.0, 36.0], shoonya_4sSF0OHRURDTIO, 5734182]
[paragraph, [329.0, 824.0, 1132.0, 36.0], shoonya_4sSF0OHRURDTIO, 5734182]
[paragraph, [329.0, 860.0, 1132.0, 36.0], shoonya_4sSF0OHRURDTIO, 5734182]
[paragraph, [329.0, 896.0, 1132.0, 36.0], shoonya_4sSF0OHRURDTIO, 5734182]
[paragraph, [325.0, 946.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 982.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1018.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1054.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1090.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1126.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1162.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1198.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1234.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1270.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1306.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1342.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1378.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1414.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1450.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [325.0, 1486.0, 1136.0, 36.0], shoonya_0sGCRHRGRHHDRJ, 5734182]
[paragraph, [323.0, 1554.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1590.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1626.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1662.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1698.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1734.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1770.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1806.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1842.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1878.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1914.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1950.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 1986.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 2022.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[paragraph, [323.0, 2058.0, 1140.0, 36.0], shoonya_1sGAPHFWQ88LCX, 5734182]
[folio, [1120.0, 2157.0, 281.0, 36.0], HpjX2goWEu, 5734182]
