[1754, 1241]
[ordered-list, [101.0, 102.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 138.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 174.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 210.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 246.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 282.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 318.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 354.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 390.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 426.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 462.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 498.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 534.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 570.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 606.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 642.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 678.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[ordered-list, [101.0, 714.0, 1055.0, 36.0], shoonya_3s8NMCA65H1GLR, 5708545]
[sub-ordered-list, [183.0, 134.0, 614.0, 36.0], shoonya_6s2P2F8K7CNW02, 5708545]
[sub-ordered-list, [183.0, 170.0, 614.0, 36.0], shoonya_6s2P2F8K7CNW02, 5708545]
[sub-ordered-list, [188.0, 258.0, 938.0, 36.0], shoonya_9sQLN6SBU4HTPP, 5708545]
[sub-ordered-list, [188.0, 294.0, 938.0, 36.0], shoonya_9sQLN6SBU4HTPP, 5708545]
[sub-ordered-list, [188.0, 330.0, 938.0, 36.0], shoonya_9sQLN6SBU4HTPP, 5708545]
[sub-ordered-list, [188.0, 366.0, 938.0, 36.0], shoonya_9sQLN6SBU4HTPP, 5708545]
[sub-ordered-list, [188.0, 402.0, 938.0, 36.0], shoonya_9sQLN6SBU4HTPP, 5708545]
[sub-ordered-list, [187.0, 474.0, 965.0, 36.0], shoonya_2s58OV827981U6, 5708545]
[sub-ordered-list, [187.0, 510.0, 965.0, 36.0], shoonya_2s58OV827981U6, 5708545]
[sub-ordered-list, [187.0, 546.0, 965.0, 36.0], shoonya_2s58OV827981U6, 5708545]
[sub-ordered-list, [187.0, 582.0, 965.0, 36.0], shoonya_2s58OV827981U6, 5708545]
[sub-ordered-list, [187.0, 618.0, 965.0, 36.0], shoonya_2s58OV827981U6, 5708545]
[sub-ordered-list, [187.0, 654.0, 965.0, 36.0], shoonya_2s58OV827981U6, 5708545]
[sub-ordered-list, [187.0, 690.0, 965.0, 36.0], shoonya_2s58OV827981U6, 5708545]
[contact-info, [390.0, 840.0, 452.0, 36.0], JZZEuJpVYr, 5708545]
[contact-info, [390.0, 876.0, 452.0, 36.0], JZZEuJpVYr, 5708545]
[contact-info, [390.0, 912.0, 452.0, 36.0], JZZEuJpVYr, 5708545]
[contact-info, [390.0, 948.0, 452.0, 36.0], JZZEuJpVYr, 5708545]
[paragraph, [108.0, 1089.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1125.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1161.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1197.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1233.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1269.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1305.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1341.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1377.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1413.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [108.0, 1449.0, 1016.0, 36.0], shoonya_0s7T18RIHD3163, 5708545]
[paragraph, [112.0, 1493.0, 1017.0, 36.0], shoonya_1sD3J7KIWYPR01, 5708545]
[paragraph, [112.0, 1529.0, 1017.0, 36.0], shoonya_1sD3J7KIWYPR01, 5708545]
[paragraph, [112.0, 1565.0, 1017.0, 36.0], shoonya_1sD3J7KIWYPR01, 5708545]
