[3509, 2482]
[folio, [803.0, 248.0, 604.0, 52.5], 7HMOj0aCY_, 5691742]
[paragraph, [222.0, 380.0, 884.0, 52.5], shoonya_2sB3QYLHC8PHGK, 5691742]
[paragraph, [214.0, 468.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 520.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 573.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 625.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 678.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 730.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 783.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 835.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 888.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 940.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 993.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 1045.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 1098.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 1150.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 1203.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 1255.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 1308.0, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [214.0, 1360.5, 1796.0, 52.5], KgnScVbOiV, 5691742]
[paragraph, [217.0, 1462.0, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1514.5, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1567.0, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1619.5, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1672.0, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1724.5, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1777.0, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1829.5, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1882.0, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1934.5, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [217.0, 1987.0, 1759.0, 52.5], shoonya_0sXUNWRY1Y6L54, 5691742]
[paragraph, [161.0, 2083.0, 1858.0, 52.5], shoonya_4sSK9ZHFR534F5, 5691742]
[paragraph, [161.0, 2135.5, 1858.0, 52.5], shoonya_4sSK9ZHFR534F5, 5691742]
[paragraph, [161.0, 2188.0, 1858.0, 52.5], shoonya_4sSK9ZHFR534F5, 5691742]
[paragraph, [161.0, 2240.5, 1858.0, 52.5], shoonya_4sSK9ZHFR534F5, 5691742]
[paragraph, [161.0, 2293.0, 1858.0, 52.5], shoonya_4sSK9ZHFR534F5, 5691742]
[paragraph, [161.0, 2345.5, 1858.0, 52.5], shoonya_4sSK9ZHFR534F5, 5691742]
[paragraph, [161.0, 2398.0, 1858.0, 52.5], shoonya_4sSK9ZHFR534F5, 5691742]
[paragraph, [161.0, 2450.5, 1858.0, 52.5], shoonya_4sSK9ZHFR534F5, 5691742]
[paragraph, [228.0, 2546.0, 543.0, 52.5], shoonya_3sLIR0GXQEGZ2Y, 5691742]
[paragraph, [220.0, 2624.0, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 2676.5, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 2729.0, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 2781.5, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 2834.0, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 2886.5, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 2939.0, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 2991.5, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 3044.0, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 3096.5, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 3149.0, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 3201.5, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
[paragraph, [220.0, 3254.0, 1760.0, 52.5], shoonya_1sRNPPN0CQEZQC, 5691742]
