[1755, 1240]
[folio, [633.0, 77.0, 491.0, 36.0], KBMbq4tAiY, 5743900]
[paragraph, [198.0, 203.0, 930.0, 36.0], shoonya_2sUFMAEZZRMRL8, 5743900]
[paragraph, [198.0, 239.0, 930.0, 36.0], shoonya_2sUFMAEZZRMRL8, 5743900]
[paragraph, [198.0, 275.0, 930.0, 36.0], shoonya_2sUFMAEZZRMRL8, 5743900]
[paragraph, [198.0, 311.0, 930.0, 36.0], shoonya_2sUFMAEZZRMRL8, 5743900]
[paragraph, [198.0, 347.0, 930.0, 36.0], shoonya_2sUFMAEZZRMRL8, 5743900]
[paragraph, [198.0, 383.0, 930.0, 36.0], shoonya_2sUFMAEZZRMRL8, 5743900]
[paragraph, [198.0, 419.0, 930.0, 36.0], shoonya_2sUFMAEZZRMRL8, 5743900]
[paragraph, [198.0, 455.0, 930.0, 36.0], shoonya_2sUFMAEZZRMRL8, 5743900]
[paragraph, [198.0, 511.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 547.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 583.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 619.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 655.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 691.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 727.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 763.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 799.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 835.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [198.0, 871.0, 929.0, 36.0], shoonya_3sZDMXMKGSUNWK, 5743900]
[paragraph, [193.0, 930.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 966.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1002.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1038.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1074.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1110.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1146.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1182.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1218.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1254.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [193.0, 1290.0, 929.0, 36.0], shoonya_0sDZQYGKXOJGU3, 5743900]
[paragraph, [190.0, 1351.0, 932.0, 36.0], shoonya_6s372SN9DQL3XL, 5743900]
[paragraph, [190.0, 1387.0, 932.0, 36.0], shoonya_6s372SN9DQL3XL, 5743900]
[paragraph, [190.0, 1423.0, 932.0, 36.0], shoonya_6s372SN9DQL3XL, 5743900]
[paragraph, [190.0, 1459.0, 932.0, 36.0], shoonya_6s372SN9DQL3XL, 5743900]
[paragraph, [190.0, 1495.0, 932.0, 36.0], shoonya_6s372SN9DQL3XL, 5743900]
[paragraph, [190.0, 1531.0, 932.0, 36.0], shoonya_6s372SN9DQL3XL, 5743900]
