[1545, 2000]
[section-title, [148.0, 136.0, 368.0, 49.5], shoonya_2sYC6I5AVY600X, 6513879]
[section-title, [148.0, 185.5, 368.0, 49.5], shoonya_2sYC6I5AVY600X, 6513879]
[section-title, [148.0, 235.0, 368.0, 49.5], shoonya_2sYC6I5AVY600X, 6513879]
[section-title, [148.0, 284.5, 368.0, 49.5], shoonya_2sYC6I5AVY600X, 6513879]
[section-title, [148.0, 334.0, 368.0, 49.5], shoonya_2sYC6I5AVY600X, 6513879]
[section-title, [1504.0, 146.0, 328.0, 49.5], AiTjsv2CxW, 6513879]
[section-title, [1504.0, 195.5, 328.0, 49.5], AiTjsv2CxW, 6513879]
[section-title, [1504.0, 245.0, 328.0, 49.5], AiTjsv2CxW, 6513879]
[section-title, [1504.0, 294.5, 328.0, 49.5], AiTjsv2CxW, 6513879]
[section-title, [836.0, 212.0, 324.0, 49.5], 0KnxVuoIQe, 6513879]
[section-title, [836.0, 261.5, 324.0, 49.5], 0KnxVuoIQe, 6513879]
[paragraph, [735.0, 448.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 484.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 520.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 556.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 592.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 628.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 664.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 700.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 736.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 772.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 808.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [735.0, 844.0, 528.0, 36.0], JAIYBrxewT, 6513879]
[paragraph, [1402.0, 448.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 484.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 520.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 556.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 592.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 628.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 664.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 700.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 736.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 772.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 808.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [1402.0, 844.0, 527.0, 36.0], 49g-BGVsJ7, 6513879]
[paragraph, [66.0, 555.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 591.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 627.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 663.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 699.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 735.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 771.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 807.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 843.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 879.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 915.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
[paragraph, [66.0, 951.0, 532.0, 36.0], EsvXlwQfl4, 6513879]
