[1298, 853]
[section-title, [123.0, 227.0, 618.0, 30.0], YmB51lxalt, 5710170]
[section-title, [123.0, 257.0, 618.0, 30.0], YmB51lxalt, 5710170]
[paragraph, [70.0, 287.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 305.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 323.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 341.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 359.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 377.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 395.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 413.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 431.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 449.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 467.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 485.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 503.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [70.0, 521.0, 712.0, 18.0], shoonya_1sZM3BR4ATWYLL, 5710170]
[paragraph, [66.0, 559.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 577.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 595.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 613.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 631.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 649.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 667.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 685.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 703.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 721.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 739.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 757.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [66.0, 775.0, 720.0, 18.0], shoonya_0s897JLGTWC18K, 5710170]
[paragraph, [61.0, 793.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 811.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 829.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 847.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 865.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 883.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 901.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 919.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 937.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 955.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 973.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 991.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1009.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1027.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1045.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1063.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1081.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1099.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1117.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1135.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1153.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1171.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1189.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
[paragraph, [61.0, 1207.0, 722.0, 18.0], LAL3i5CbRK, 5710170]
