[3509, 2482]
[folio, [870.0, 234.0, 447.0, 52.5], kxqvJGPpkg, 5692056]
[paragraph, [260.0, 366.0, 1687.0, 52.5], aGps2a3c3K, 5692056]
[paragraph, [260.0, 418.5, 1687.0, 52.5], aGps2a3c3K, 5692056]
[paragraph, [260.0, 471.0, 1687.0, 52.5], aGps2a3c3K, 5692056]
[paragraph, [260.0, 523.5, 1687.0, 52.5], aGps2a3c3K, 5692056]
[paragraph, [260.0, 576.0, 1687.0, 52.5], aGps2a3c3K, 5692056]
[paragraph, [260.0, 670.0, 1684.0, 52.5], uFQLS38Qc8, 5692056]
[paragraph, [260.0, 722.5, 1684.0, 52.5], uFQLS38Qc8, 5692056]
[paragraph, [260.0, 775.0, 1684.0, 52.5], uFQLS38Qc8, 5692056]
[paragraph, [260.0, 827.5, 1684.0, 52.5], uFQLS38Qc8, 5692056]
[paragraph, [260.0, 880.0, 1684.0, 52.5], uFQLS38Qc8, 5692056]
[paragraph, [260.0, 932.5, 1684.0, 52.5], uFQLS38Qc8, 5692056]
[paragraph, [260.0, 985.0, 1684.0, 52.5], uFQLS38Qc8, 5692056]
[paragraph, [266.0, 1054.0, 1672.0, 52.5], -SpfHS3j6A, 5692056]
[paragraph, [266.0, 1106.5, 1672.0, 52.5], -SpfHS3j6A, 5692056]
[paragraph, [266.0, 1159.0, 1672.0, 52.5], -SpfHS3j6A, 5692056]
[paragraph, [266.0, 1211.5, 1672.0, 52.5], -SpfHS3j6A, 5692056]
[paragraph, [266.0, 1264.0, 1672.0, 52.5], -SpfHS3j6A, 5692056]
[paragraph, [266.0, 1316.5, 1672.0, 52.5], -SpfHS3j6A, 5692056]
[paragraph, [266.0, 1369.0, 1672.0, 52.5], -SpfHS3j6A, 5692056]
[paragraph, [263.0, 1442.0, 1678.0, 52.5], KmbbxpaM6X, 5692056]
[paragraph, [263.0, 1494.5, 1678.0, 52.5], KmbbxpaM6X, 5692056]
[paragraph, [263.0, 1547.0, 1678.0, 52.5], KmbbxpaM6X, 5692056]
[paragraph, [263.0, 1599.5, 1678.0, 52.5], KmbbxpaM6X, 5692056]
[paragraph, [263.0, 1652.0, 1678.0, 52.5], KmbbxpaM6X, 5692056]
[paragraph, [263.0, 1704.5, 1678.0, 52.5], KmbbxpaM6X, 5692056]
[paragraph, [263.0, 1757.0, 1678.0, 52.5], KmbbxpaM6X, 5692056]
[paragraph, [269.0, 1825.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 1877.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 1930.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 1982.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2035.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2087.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2140.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2192.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2245.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2297.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2350.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2402.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2455.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2507.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2560.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2612.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2665.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2717.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2770.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2822.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2875.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2927.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 2980.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 3032.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 3085.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 3137.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 3190.0, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
[paragraph, [269.0, 3242.5, 1673.0, 52.5], shoonya_0sF1JU6RRQEQQR, 5692056]
