[4767, 3325]
[folio, [1760.0, 399.0, 948.0, 52.5], 9WPj3mMe01, 5710493]
[folio, [1760.0, 451.5, 948.0, 52.5], 9WPj3mMe01, 5710493]
[paragraph, [361.0, 788.0, 2352.0, 52.5], shoonya_0sM49A63XLSH1K, 5710493]
[paragraph, [361.0, 840.5, 2352.0, 52.5], shoonya_0sM49A63XLSH1K, 5710493]
[paragraph, [361.0, 893.0, 2352.0, 52.5], shoonya_0sM49A63XLSH1K, 5710493]
[paragraph, [361.0, 945.5, 2352.0, 52.5], shoonya_0sM49A63XLSH1K, 5710493]
[paragraph, [387.0, 1052.0, 2297.0, 52.5], oaACFZkfCW, 5710493]
[paragraph, [387.0, 1104.5, 2297.0, 52.5], oaACFZkfCW, 5710493]
[paragraph, [387.0, 1157.0, 2297.0, 52.5], oaACFZkfCW, 5710493]
[paragraph, [387.0, 1209.5, 2297.0, 52.5], oaACFZkfCW, 5710493]
[paragraph, [387.0, 1262.0, 2297.0, 52.5], oaACFZkfCW, 5710493]
[paragraph, [387.0, 1314.5, 2297.0, 52.5], oaACFZkfCW, 5710493]
[paragraph, [391.0, 1393.0, 2313.0, 52.5], kF7C7963v2, 5710493]
[paragraph, [391.0, 1445.5, 2313.0, 52.5], kF7C7963v2, 5710493]
[paragraph, [391.0, 1498.0, 2313.0, 52.5], kF7C7963v2, 5710493]
[paragraph, [391.0, 1550.5, 2313.0, 52.5], kF7C7963v2, 5710493]
[paragraph, [391.0, 1603.0, 2313.0, 52.5], kF7C7963v2, 5710493]
[paragraph, [391.0, 1618.0, 2322.0, 52.5], _o8sRdGVs_, 5710493]
[paragraph, [391.0, 1670.5, 2322.0, 52.5], _o8sRdGVs_, 5710493]
[paragraph, [391.0, 1723.0, 2322.0, 52.5], _o8sRdGVs_, 5710493]
[paragraph, [391.0, 1775.5, 2322.0, 52.5], _o8sRdGVs_, 5710493]
[paragraph, [349.0, 2000.0, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2052.5, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2105.0, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2157.5, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2210.0, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2262.5, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2315.0, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2367.5, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2420.0, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2472.5, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2525.0, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2577.5, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2630.0, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2682.5, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2735.0, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [349.0, 2787.5, 2384.0, 52.5], Osi9xYWSDF, 5710493]
[paragraph, [370.0, 2836.0, 2351.0, 52.5], aniqoszwWk, 5710493]
[paragraph, [370.0, 2888.5, 2351.0, 52.5], aniqoszwWk, 5710493]
[paragraph, [370.0, 2941.0, 2351.0, 52.5], aniqoszwWk, 5710493]
[paragraph, [370.0, 2993.5, 2351.0, 52.5], aniqoszwWk, 5710493]
[paragraph, [370.0, 3046.0, 2351.0, 52.5], aniqoszwWk, 5710493]
[paragraph, [582.0, 3065.0, 1976.0, 52.5], gtY7UnmLrU, 5710493]
[paragraph, [582.0, 3117.5, 1976.0, 52.5], gtY7UnmLrU, 5710493]
[paragraph, [582.0, 3170.0, 1976.0, 52.5], gtY7UnmLrU, 5710493]
[paragraph, [582.0, 3222.5, 1976.0, 52.5], gtY7UnmLrU, 5710493]
[paragraph, [582.0, 3275.0, 1976.0, 52.5], gtY7UnmLrU, 5710493]
[paragraph, [582.0, 3327.5, 1976.0, 52.5], gtY7UnmLrU, 5710493]
[paragraph, [582.0, 3380.0, 1976.0, 52.5], gtY7UnmLrU, 5710493]
[folio, [2405.0, 3427.0, 395.0, 52.5], DJABb7Yc-X, 5710493]
[folio, [2405.0, 3479.5, 395.0, 52.5], DJABb7Yc-X, 5710493]
