[2339, 1653]
[folio, [272.0, 200.0, 190.0, 36.0], tV1udblFKm, 5655115]
[folio, [272.0, 236.0, 190.0, 36.0], tV1udblFKm, 5655115]
[paragraph, [263.0, 300.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 336.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 372.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 408.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 444.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 480.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 516.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 552.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 588.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 624.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 660.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [263.0, 696.0, 1119.0, 36.0], shoonya_1sTET45Z0CHHP9, 5655115]
[paragraph, [267.0, 755.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 791.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 827.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 863.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 899.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 935.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 971.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1007.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1043.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1079.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1115.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1151.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1187.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1223.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1259.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1295.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1331.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1367.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1403.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1439.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1475.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1511.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1547.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1583.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1619.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1655.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1691.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1727.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1763.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1799.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [267.0, 1835.0, 1112.0, 36.0], shoonya_0s5XSSU2ASTOPC, 5655115]
[paragraph, [265.0, 1909.0, 1117.0, 36.0], shoonya_2sZ1BH3BBF0UT3, 5655115]
[paragraph, [265.0, 1945.0, 1117.0, 36.0], shoonya_2sZ1BH3BBF0UT3, 5655115]
[paragraph, [265.0, 1981.0, 1117.0, 36.0], shoonya_2sZ1BH3BBF0UT3, 5655115]
[paragraph, [265.0, 2017.0, 1117.0, 36.0], shoonya_2sZ1BH3BBF0UT3, 5655115]
