[1368, 838]
[folio, [86.0, 57.0, 148.0, 18.0], shoonya_0s89JANZHSQXP6, 5782093]
[folio, [86.0, 75.0, 148.0, 18.0], shoonya_0s89JANZHSQXP6, 5782093]
[folio, [86.0, 93.0, 148.0, 18.0], shoonya_0s89JANZHSQXP6, 5782093]
[section-title, [288.0, 114.0, 270.0, 30.0], Vepml-8Q9F, 5782093]
[figure-caption, [89.0, 164.0, 108.0, 18.0], oc1tnJsO7v, 5782093]
[figure-caption, [328.0, 165.0, 84.0, 18.0], -DlehBBphV, 5782093]
[figure-caption, [633.0, 165.0, 87.0, 18.0], 4KI6An_F27, 5782093]
[figure-caption, [435.0, 166.0, 118.0, 18.0], ZqkijO3Q7F, 5782093]
[figure-caption, [172.0, 567.0, 169.0, 18.0], bWKUnQDgHf, 5782093]
[figure-caption, [477.0, 567.0, 214.0, 18.0], Z5yCVVQxLf, 5782093]
[sidebar, [640.0, 607.0, 110.0, 18.0], 3oeFcW4HGS, 5782093]
[figure-caption, [156.0, 621.0, 520.0, 18.0], CWEJ6c8x97, 5782093]
[figure-caption, [156.0, 639.0, 520.0, 18.0], CWEJ6c8x97, 5782093]
[ordered-list, [68.0, 685.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 703.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 721.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 739.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 757.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 775.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 793.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 811.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 829.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 847.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 865.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 883.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 901.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 919.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 937.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 955.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 973.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 991.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1009.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1027.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1045.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1063.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1081.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1099.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1117.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1135.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1153.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1171.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1189.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1207.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[ordered-list, [68.0, 1225.0, 697.0, 18.0], 55sDL1C6rU, 5782093]
[sub-ordered-list, [92.0, 963.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 981.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 999.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1017.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1035.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1053.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1071.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1089.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1107.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1125.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1143.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1161.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1179.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1197.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
[sub-ordered-list, [92.0, 1215.0, 672.0, 18.0], Rvd_2tBgDp, 5782093]
