[1951, 1219]
[folio, [802.0, 128.0, 202.0, 36.0], bdLXBi8PJ4, 5682012]
[paragraph, [124.0, 203.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 239.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 275.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 311.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 347.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 383.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 419.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 455.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 491.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 527.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 563.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 599.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 635.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 671.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 707.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 743.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 779.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 815.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [124.0, 851.0, 969.0, 36.0], shoonya_0s69PNV8TRDPBM, 5682012]
[paragraph, [122.0, 903.0, 970.0, 36.0], gvZ2y3-9ft, 5682012]
[paragraph, [122.0, 939.0, 970.0, 36.0], gvZ2y3-9ft, 5682012]
[paragraph, [122.0, 975.0, 970.0, 36.0], gvZ2y3-9ft, 5682012]
[paragraph, [122.0, 1011.0, 970.0, 36.0], gvZ2y3-9ft, 5682012]
[paragraph, [122.0, 1047.0, 970.0, 36.0], gvZ2y3-9ft, 5682012]
[paragraph, [122.0, 1083.0, 970.0, 36.0], gvZ2y3-9ft, 5682012]
[paragraph, [120.0, 1139.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1175.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1211.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1247.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1283.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1319.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1355.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1391.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1427.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1463.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1499.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1535.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1571.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1607.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1643.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1679.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [120.0, 1715.0, 970.0, 36.0], tb0p88Pu4h, 5682012]
[paragraph, [122.0, 1781.0, 967.0, 36.0], ssEGuUxWPv, 5682012]
