[2009, 1386]
[chapter-title, [465.0, 104.0, 724.0, 70.5], shoonya_11sSFUDOJ2VWPH, 5654037]
[chapter-title, [465.0, 174.5, 724.0, 70.5], shoonya_11sSFUDOJ2VWPH, 5654037]
[chapter-title, [465.0, 245.0, 724.0, 70.5], shoonya_11sSFUDOJ2VWPH, 5654037]
[headline, [494.0, 109.0, 620.0, 67.5], shoonya_10sV8LLH7CQP58, 5654037]
[headline, [494.0, 176.5, 620.0, 67.5], shoonya_10sV8LLH7CQP58, 5654037]
[headline, [494.0, 244.0, 620.0, 67.5], shoonya_10sV8LLH7CQP58, 5654037]
[author, [543.0, 353.0, 517.0, 36.0], z_Q8lk4ccN, 5654037]
[author, [543.0, 389.0, 517.0, 36.0], z_Q8lk4ccN, 5654037]
[paragraph, [657.0, 422.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 458.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 494.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 530.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 566.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 602.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 638.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 674.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 710.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 746.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 782.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 818.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 854.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 890.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 926.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [657.0, 962.0, 682.0, 36.0], shoonya_1sS052JK56VU59, 5654037]
[paragraph, [0.0, 430.0, 684.0, 36.0], shoonya_3sVQDNA4WZVPM7, 5654037]
[paragraph, [0.0, 466.0, 684.0, 36.0], shoonya_3sVQDNA4WZVPM7, 5654037]
[paragraph, [0.0, 502.0, 684.0, 36.0], shoonya_3sVQDNA4WZVPM7, 5654037]
