[1787, 1218]
[author, [908.0, 293.0, 207.0, 36.0], I23rD6kbEe, 5650947]
[paragraph, [107.0, 395.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 431.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 467.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 503.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 539.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 575.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 611.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 647.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 683.0, 1005.0, 36.0], shoonya_0sES54HF4QQUH2, 5650947]
[paragraph, [107.0, 736.0, 1003.0, 36.0], shoonya_1s7O57VOGS4F42, 5650947]
[paragraph, [107.0, 772.0, 1003.0, 36.0], shoonya_1s7O57VOGS4F42, 5650947]
[paragraph, [107.0, 808.0, 1003.0, 36.0], shoonya_1s7O57VOGS4F42, 5650947]
[paragraph, [107.0, 844.0, 1003.0, 36.0], shoonya_1s7O57VOGS4F42, 5650947]
[paragraph, [107.0, 880.0, 1003.0, 36.0], shoonya_1s7O57VOGS4F42, 5650947]
[paragraph, [106.0, 949.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 985.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1021.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1057.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1093.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1129.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1165.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1201.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1237.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1273.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1309.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1345.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1381.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1417.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1453.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1489.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1525.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[paragraph, [106.0, 1561.0, 1002.0, 36.0], shoonya_2sOPUSRBEI7TSU, 5650947]
[footnote, [452.0, 1645.0, 225.0, 36.0], fTmTL8SvVS, 5650947]
