[2339, 1656]
[paragraph, [173.0, 189.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 225.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 261.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 297.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 333.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 369.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 405.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 441.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 477.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 513.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 549.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 585.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 621.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 657.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 693.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 729.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 765.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 801.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 837.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 873.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 909.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 945.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 981.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 1017.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 1053.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 1089.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 1125.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [173.0, 1161.0, 1305.0, 36.0], shoonya_0sQZNFTLNB8UNG, 5730784]
[paragraph, [190.0, 1238.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1274.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1310.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1346.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1382.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1418.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1454.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1490.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1526.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1562.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1598.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1634.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1670.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [190.0, 1706.0, 1270.0, 36.0], shoonya_1sKFTJXRLG4XLH, 5730784]
[paragraph, [183.0, 1799.0, 1285.0, 36.0], shoonya_2sWYFPDIWOXWCJ, 5730784]
[paragraph, [183.0, 1835.0, 1285.0, 36.0], shoonya_2sWYFPDIWOXWCJ, 5730784]
[paragraph, [183.0, 1871.0, 1285.0, 36.0], shoonya_2sWYFPDIWOXWCJ, 5730784]
[paragraph, [183.0, 1907.0, 1285.0, 36.0], shoonya_2sWYFPDIWOXWCJ, 5730784]
[paragraph, [183.0, 1943.0, 1285.0, 36.0], shoonya_2sWYFPDIWOXWCJ, 5730784]
[paragraph, [183.0, 1979.0, 1285.0, 36.0], shoonya_2sWYFPDIWOXWCJ, 5730784]
[paragraph, [183.0, 2015.0, 1285.0, 36.0], shoonya_2sWYFPDIWOXWCJ, 5730784]
[paragraph, [183.0, 2051.0, 1285.0, 36.0], shoonya_2sWYFPDIWOXWCJ, 5730784]
