[2339, 1656]
[chapter-title, [709.0, 200.0, 425.0, 70.5], lvMssEFUcq, 5731038]
[section-title, [764.0, 316.0, 324.0, 52.5], 9qgbY4pf-f, 5731038]
[sub-section-title, [874.0, 432.0, 111.0, 55.5], SK7RznBuPX, 5731038]
[paragraph, [192.0, 620.0, 1271.0, 36.0], 0i23-xixZm, 5731038]
[paragraph, [192.0, 656.0, 1271.0, 36.0], 0i23-xixZm, 5731038]
[paragraph, [192.0, 692.0, 1271.0, 36.0], 0i23-xixZm, 5731038]
[paragraph, [182.0, 892.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [182.0, 928.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [182.0, 964.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [182.0, 1000.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [182.0, 1036.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [182.0, 1072.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [182.0, 1108.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [182.0, 1144.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [182.0, 1180.0, 1276.0, 36.0], shoonya_1sYV4EVMS4U75Y, 5731038]
[paragraph, [188.0, 1263.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1299.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1335.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1371.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1407.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1443.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1479.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1515.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1551.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1587.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1623.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1659.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1695.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1731.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1767.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1803.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1839.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1875.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1911.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
[paragraph, [188.0, 1947.0, 1267.0, 36.0], shoonya_0sYKNZOKI4X9EZ, 5731038]
