[1388, 886]
[folio, [28.0, 58.0, 136.0, 18.0], T0Bn0WOtLy, 5742827]
[folio, [28.0, 76.0, 136.0, 18.0], T0Bn0WOtLy, 5742827]
[folio, [403.0, 58.0, 87.0, 18.0], p4hJvU9oo4, 5742827]
[folio, [403.0, 76.0, 87.0, 18.0], p4hJvU9oo4, 5742827]
[paragraph, [486.0, 121.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 139.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 157.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 175.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 193.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 211.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 229.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 247.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 265.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 283.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 301.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 319.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 337.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 355.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 373.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 391.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 409.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 427.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 445.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 463.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 481.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 499.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 517.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 535.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 553.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 571.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 589.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 607.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 625.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 643.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 661.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 679.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 697.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 715.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 733.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 751.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 769.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 787.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 805.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 823.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 841.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 859.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 877.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 895.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 913.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 931.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 949.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 967.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 985.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1003.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1021.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1039.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1057.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1075.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1093.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1111.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1129.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1147.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [486.0, 1165.0, 383.0, 18.0], CvsgivSPcw, 5742827]
[paragraph, [70.0, 122.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 140.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 158.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 176.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 194.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 212.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 230.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 248.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 266.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 284.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 302.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 320.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 338.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 356.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 374.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 392.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 410.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 428.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 446.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 464.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 482.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 500.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 518.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 536.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 554.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 572.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 590.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 608.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 626.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 644.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 662.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 680.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 698.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 716.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 734.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 752.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 770.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 788.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 806.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 824.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 842.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 860.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 878.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 896.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 914.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 932.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 950.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 968.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 986.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1004.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1022.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1040.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1058.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1076.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1094.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1112.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1130.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1148.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[paragraph, [70.0, 1166.0, 323.0, 18.0], shoonya_0sU73X2FIYK9I6, 5742827]
[footnote, [34.0, 1198.0, 848.0, 18.0], nTsp9GlDqC, 5742827]
[footnote, [34.0, 1216.0, 848.0, 18.0], nTsp9GlDqC, 5742827]
[footnote, [34.0, 1234.0, 848.0, 18.0], nTsp9GlDqC, 5742827]
[footnote, [34.0, 1252.0, 848.0, 18.0], nTsp9GlDqC, 5742827]
[footnote, [34.0, 1270.0, 848.0, 18.0], nTsp9GlDqC, 5742827]
[footnote, [34.0, 1288.0, 848.0, 18.0], nTsp9GlDqC, 5742827]
[footnote, [34.0, 1306.0, 848.0, 18.0], nTsp9GlDqC, 5742827]
[footnote, [570.0, 1349.0, 263.0, 18.0], 8FICxUFnh3, 5742827]
