[5478, 3644]
[folio, [2293.0, 514.0, 882.0, 52.5], ErHXMDeFnB, 5710434]
[folio, [2293.0, 566.5, 882.0, 52.5], ErHXMDeFnB, 5710434]
[paragraph, [558.0, 700.0, 689.0, 52.5], shoonya_2sGZNZELZPMEN9, 5710434]
[paragraph, [558.0, 752.5, 689.0, 52.5], shoonya_2sGZNZELZPMEN9, 5710434]
[paragraph, [408.0, 822.0, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 874.5, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 927.0, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 979.5, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 1032.0, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 1084.5, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 1137.0, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 1189.5, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 1242.0, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [408.0, 1294.5, 2743.0, 52.5], 6K6ym6KCl5, 5710434]
[paragraph, [565.0, 1355.0, 2288.0, 52.5], KkU7sN0I8I, 5710434]
[paragraph, [565.0, 1407.5, 2288.0, 52.5], KkU7sN0I8I, 5710434]
[paragraph, [565.0, 1460.0, 2288.0, 52.5], KkU7sN0I8I, 5710434]
[paragraph, [477.0, 1511.0, 2683.0, 52.5], iHxBGsjfIw, 5710434]
[paragraph, [477.0, 1563.5, 2683.0, 52.5], iHxBGsjfIw, 5710434]
[paragraph, [477.0, 1616.0, 2683.0, 52.5], iHxBGsjfIw, 5710434]
[paragraph, [477.0, 1668.5, 2683.0, 52.5], iHxBGsjfIw, 5710434]
[paragraph, [477.0, 1721.0, 2683.0, 52.5], iHxBGsjfIw, 5710434]
[paragraph, [477.0, 1773.5, 2683.0, 52.5], iHxBGsjfIw, 5710434]
[paragraph, [477.0, 1826.0, 2683.0, 52.5], iHxBGsjfIw, 5710434]
[paragraph, [463.0, 1888.0, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [463.0, 1940.5, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [463.0, 1993.0, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [463.0, 2045.5, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [463.0, 2098.0, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [463.0, 2150.5, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [463.0, 2203.0, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [463.0, 2255.5, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [463.0, 2308.0, 2673.0, 52.5], shoonya_3sD7AUAZKACUG7, 5710434]
[paragraph, [461.0, 2403.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2455.5, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
[paragraph, [461.0, 2508.0, 2689.0, 52.5], shoonya_0sZ0ZKPXD8FMMK, 5710434]
