[2339, 1656]
[paragraph, [289.0, 195.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 231.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 267.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 303.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 339.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 375.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 411.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 447.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 483.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 519.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 555.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 591.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 627.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 663.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 699.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 735.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 771.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 807.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 843.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 879.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [289.0, 915.0, 1178.0, 36.0], shoonya_1sJ28ISQKAZWVD, 5731149]
[paragraph, [282.0, 958.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 994.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1030.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1066.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1102.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1138.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1174.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1210.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1246.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1282.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1318.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1354.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1390.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1426.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1462.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1498.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1534.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1570.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1606.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1642.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1678.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1714.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1750.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1786.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1822.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [282.0, 1858.0, 1191.0, 36.0], shoonya_0sY8QRZ8MPPQK1, 5731149]
[paragraph, [290.0, 1914.0, 1173.0, 36.0], shoonya_2s9362WJFDEAHC, 5731149]
[paragraph, [290.0, 1950.0, 1173.0, 36.0], shoonya_2s9362WJFDEAHC, 5731149]
[paragraph, [290.0, 1986.0, 1173.0, 36.0], shoonya_2s9362WJFDEAHC, 5731149]
[paragraph, [290.0, 2022.0, 1173.0, 36.0], shoonya_2s9362WJFDEAHC, 5731149]
