[1372, 849]
[section-title, [68.0, 148.0, 708.0, 30.0], shoonya_0s79JSZIICO1IF, 5709936]
[section-title, [68.0, 178.0, 708.0, 30.0], shoonya_0s79JSZIICO1IF, 5709936]
[paragraph, [51.0, 236.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 254.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 272.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 290.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 308.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 326.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 344.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 362.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 380.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 398.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 416.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 434.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 452.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 470.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 488.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 506.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 524.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 542.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 560.0, 743.0, 18.0], shoonya_1s3Z31Q6I1Y3RV, 5709936]
[paragraph, [51.0, 578.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 596.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 614.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 632.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 650.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 668.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 686.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 704.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 722.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 740.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 758.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 776.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 794.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 812.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 830.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 848.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 866.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 884.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 902.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 920.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 938.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 956.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 974.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 992.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1010.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1028.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1046.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1064.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1082.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1100.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1118.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1136.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1154.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1172.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1190.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1208.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1226.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1244.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1262.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
[paragraph, [51.0, 1280.0, 746.0, 18.0], PpV6ZnNcLg, 5709936]
