[842, 596]
[paragraph, [84.0, 69.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[paragraph, [84.0, 87.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[paragraph, [84.0, 105.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[paragraph, [84.0, 123.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[paragraph, [84.0, 141.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[paragraph, [84.0, 159.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[paragraph, [84.0, 177.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[paragraph, [84.0, 195.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[paragraph, [84.0, 213.0, 424.0, 18.0], shoonya_1sWY12F4VM5H2Y, 5746060]
[ordered-list, [79.0, 256.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 274.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 292.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 310.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 328.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 346.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 364.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 382.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 400.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 418.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 436.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 454.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 472.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 490.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 508.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 526.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 544.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 562.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 580.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 598.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 616.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 634.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 652.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 670.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 688.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 706.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
[ordered-list, [79.0, 724.0, 434.0, 18.0], shoonya_0sQO7BQ3KUQV9N, 5746060]
