[1806, 1262]
[chapter-title, [454.0, 390.0, 326.0, 58.5], shoonya_5sFOUG6KXPLUDP, 5681036]
[author, [534.0, 472.0, 200.0, 36.0], shoonya_3s7UA3CIV7CQVS, 5681036]
[paragraph, [82.0, 569.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 605.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 641.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 677.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 713.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 749.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 785.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 821.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 857.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 893.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 929.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 965.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1001.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1037.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1073.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1109.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1145.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1181.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1217.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1253.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1289.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1325.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1361.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [82.0, 1397.0, 525.0, 36.0], shoonya_1s3PJRP8PW67GG, 5681036]
[paragraph, [648.0, 569.0, 519.0, 36.0], shoonya_0sSI3JV6B5I8JW, 5681036]
[paragraph, [648.0, 605.0, 519.0, 36.0], shoonya_0sSI3JV6B5I8JW, 5681036]
[paragraph, [648.0, 641.0, 519.0, 36.0], shoonya_0sSI3JV6B5I8JW, 5681036]
[paragraph, [648.0, 677.0, 519.0, 36.0], shoonya_0sSI3JV6B5I8JW, 5681036]
[paragraph, [648.0, 713.0, 519.0, 36.0], shoonya_0sSI3JV6B5I8JW, 5681036]
[paragraph, [648.0, 749.0, 519.0, 36.0], shoonya_0sSI3JV6B5I8JW, 5681036]
[paragraph, [642.0, 795.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 831.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 867.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 903.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 939.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 975.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1011.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1047.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1083.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1119.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1155.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1191.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1227.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1263.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1299.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1335.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1371.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1407.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1443.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [642.0, 1479.0, 534.0, 36.0], qH45WDRgfA, 5681036]
[paragraph, [90.0, 1449.0, 525.0, 36.0], 6B386_Op8c, 5681036]
[paragraph, [90.0, 1485.0, 525.0, 36.0], 6B386_Op8c, 5681036]
[paragraph, [90.0, 1521.0, 525.0, 36.0], 6B386_Op8c, 5681036]
[paragraph, [646.0, 1519.0, 530.0, 36.0], shoonya_4sFLBVESD0SH71, 5681036]
[paragraph, [646.0, 1555.0, 530.0, 36.0], shoonya_4sFLBVESD0SH71, 5681036]
[paragraph, [646.0, 1591.0, 530.0, 36.0], shoonya_4sFLBVESD0SH71, 5681036]
[paragraph, [646.0, 1627.0, 530.0, 36.0], shoonya_4sFLBVESD0SH71, 5681036]
[paragraph, [646.0, 1663.0, 530.0, 36.0], shoonya_4sFLBVESD0SH71, 5681036]
[paragraph, [85.0, 1552.0, 515.0, 36.0], shoonya_2s4C8FFHD0OOW9, 5681036]
[paragraph, [85.0, 1588.0, 515.0, 36.0], shoonya_2s4C8FFHD0OOW9, 5681036]
[paragraph, [85.0, 1624.0, 515.0, 36.0], shoonya_2s4C8FFHD0OOW9, 5681036]
[paragraph, [85.0, 1660.0, 515.0, 36.0], shoonya_2s4C8FFHD0OOW9, 5681036]
