[1273, 915]
[chapter-title, [265.0, 54.0, 265.0, 30.0], shoonya_11sEHANMB5HF9H, 5776591]
[paragraph, [80.0, 93.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 111.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 129.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 147.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 165.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 183.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 201.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 219.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 237.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 255.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 273.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 291.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 309.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 327.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 345.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 363.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 381.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 399.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [80.0, 417.0, 635.0, 18.0], shoonya_0sLKRCDJGNUGC4, 5776591]
[paragraph, [84.0, 446.0, 631.0, 18.0], shoonya_5s2PLSUT6SH0BU, 5776591]
[paragraph, [84.0, 464.0, 631.0, 18.0], shoonya_5s2PLSUT6SH0BU, 5776591]
[paragraph, [84.0, 498.0, 631.0, 18.0], shoonya_1s226OKXOJBMBO, 5776591]
[paragraph, [84.0, 516.0, 631.0, 18.0], shoonya_1s226OKXOJBMBO, 5776591]
[paragraph, [84.0, 534.0, 631.0, 18.0], shoonya_1s226OKXOJBMBO, 5776591]
[paragraph, [84.0, 552.0, 631.0, 18.0], shoonya_1s226OKXOJBMBO, 5776591]
[paragraph, [84.0, 570.0, 631.0, 18.0], shoonya_1s226OKXOJBMBO, 5776591]
[paragraph, [84.0, 588.0, 631.0, 18.0], shoonya_1s226OKXOJBMBO, 5776591]
[paragraph, [86.0, 622.0, 628.0, 18.0], shoonya_6sK4NMKY95N1B4, 5776591]
[paragraph, [86.0, 640.0, 628.0, 18.0], shoonya_6sK4NMKY95N1B4, 5776591]
[paragraph, [86.0, 671.0, 629.0, 18.0], shoonya_4sDE4FZUH0SG8O, 5776591]
[paragraph, [86.0, 689.0, 629.0, 18.0], shoonya_4sDE4FZUH0SG8O, 5776591]
[paragraph, [86.0, 707.0, 629.0, 18.0], shoonya_4sDE4FZUH0SG8O, 5776591]
[paragraph, [86.0, 725.0, 629.0, 18.0], shoonya_4sDE4FZUH0SG8O, 5776591]
[paragraph, [86.0, 743.0, 629.0, 18.0], shoonya_4sDE4FZUH0SG8O, 5776591]
[paragraph, [86.0, 761.0, 629.0, 18.0], shoonya_4sDE4FZUH0SG8O, 5776591]
[paragraph, [86.0, 796.0, 629.0, 18.0], shoonya_3sD1TYNHHQXN0D, 5776591]
[paragraph, [86.0, 814.0, 629.0, 18.0], shoonya_3sD1TYNHHQXN0D, 5776591]
[paragraph, [86.0, 832.0, 629.0, 18.0], shoonya_3sD1TYNHHQXN0D, 5776591]
[paragraph, [86.0, 850.0, 629.0, 18.0], shoonya_3sD1TYNHHQXN0D, 5776591]
[paragraph, [88.0, 870.0, 627.0, 18.0], shoonya_9s6FJPE64RX9F6, 5776591]
[paragraph, [88.0, 888.0, 627.0, 18.0], shoonya_9s6FJPE64RX9F6, 5776591]
[paragraph, [88.0, 906.0, 627.0, 18.0], shoonya_9s6FJPE64RX9F6, 5776591]
[paragraph, [86.0, 915.0, 631.0, 18.0], shoonya_7sZEWMFDHX50PY, 5776591]
[paragraph, [86.0, 933.0, 631.0, 18.0], shoonya_7sZEWMFDHX50PY, 5776591]
[paragraph, [86.0, 951.0, 631.0, 18.0], shoonya_7sZEWMFDHX50PY, 5776591]
[paragraph, [87.0, 970.0, 630.0, 18.0], shoonya_2sOF0YN847S121, 5776591]
[paragraph, [87.0, 988.0, 630.0, 18.0], shoonya_2sOF0YN847S121, 5776591]
[paragraph, [87.0, 1006.0, 630.0, 18.0], shoonya_2sOF0YN847S121, 5776591]
[paragraph, [87.0, 1024.0, 630.0, 18.0], shoonya_2sOF0YN847S121, 5776591]
[paragraph, [87.0, 1042.0, 630.0, 18.0], shoonya_2sOF0YN847S121, 5776591]
[paragraph, [106.0, 1070.0, 611.0, 18.0], shoonya_12sCW2TVOAOH25, 5776591]
