[2061, 1233]
[paragraph, [126.0, 120.0, 981.0, 36.0], shoonya_2sIFEUQ27EI09O, 5691874]
[paragraph, [126.0, 156.0, 981.0, 36.0], shoonya_2sIFEUQ27EI09O, 5691874]
[paragraph, [126.0, 192.0, 981.0, 36.0], shoonya_2sIFEUQ27EI09O, 5691874]
[paragraph, [126.0, 228.0, 981.0, 36.0], shoonya_2sIFEUQ27EI09O, 5691874]
[paragraph, [126.0, 264.0, 981.0, 36.0], shoonya_2sIFEUQ27EI09O, 5691874]
[paragraph, [126.0, 300.0, 981.0, 36.0], shoonya_2sIFEUQ27EI09O, 5691874]
[paragraph, [126.0, 336.0, 981.0, 36.0], shoonya_2sIFEUQ27EI09O, 5691874]
[paragraph, [126.0, 400.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 436.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 472.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 508.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 544.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 580.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 616.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 652.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 688.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 724.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 760.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 796.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 832.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 868.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 904.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 940.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 976.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 1012.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 1048.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [126.0, 1084.0, 978.0, 36.0], shoonya_1s2TZJT8TTEPWZ, 5691874]
[paragraph, [125.0, 1139.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1175.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1211.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1247.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1283.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1319.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1355.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1391.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1427.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1463.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1499.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1535.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1571.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1607.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1643.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1679.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1715.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1751.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1787.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
[paragraph, [125.0, 1823.0, 975.0, 36.0], shoonya_0sG4N7X7OIL23Y, 5691874]
