[2000, 1414]
[headline, [655.0, 185.0, 668.0, 67.5], PmTKMfP-uy, 6491100]
[headline, [655.0, 252.5, 668.0, 67.5], PmTKMfP-uy, 6491100]
[headline, [655.0, 320.0, 668.0, 67.5], PmTKMfP-uy, 6491100]
[quote, [118.0, 216.0, 527.0, 36.0], gWief5xwa_, 6491100]
[author, [121.0, 283.0, 204.0, 36.0], JlkTd1fpjb, 6491100]
[sidebar, [770.0, 475.0, 535.0, 36.0], 8BceGXYc1W, 6491100]
[sidebar, [770.0, 511.0, 535.0, 36.0], 8BceGXYc1W, 6491100]
[paragraph, [669.0, 597.0, 346.0, 36.0], w1lBI0j4n5, 6491100]
[paragraph, [669.0, 633.0, 346.0, 36.0], w1lBI0j4n5, 6491100]
[paragraph, [669.0, 669.0, 346.0, 36.0], w1lBI0j4n5, 6491100]
[paragraph, [669.0, 705.0, 346.0, 36.0], w1lBI0j4n5, 6491100]
[paragraph, [1026.0, 621.0, 263.0, 36.0], 9W6eTLKjYx, 6491100]
[paragraph, [1026.0, 657.0, 263.0, 36.0], 9W6eTLKjYx, 6491100]
[paragraph, [1026.0, 693.0, 263.0, 36.0], 9W6eTLKjYx, 6491100]
[paragraph, [1026.0, 729.0, 263.0, 36.0], 9W6eTLKjYx, 6491100]
[paragraph, [676.0, 795.0, 344.0, 36.0], R6drSSxOAK, 6491100]
[paragraph, [676.0, 831.0, 344.0, 36.0], R6drSSxOAK, 6491100]
[paragraph, [676.0, 867.0, 344.0, 36.0], R6drSSxOAK, 6491100]
[paragraph, [676.0, 903.0, 344.0, 36.0], R6drSSxOAK, 6491100]
[paragraph, [1032.0, 816.0, 279.0, 36.0], -MyzZpa8ha, 6491100]
[paragraph, [1032.0, 852.0, 279.0, 36.0], -MyzZpa8ha, 6491100]
[paragraph, [1032.0, 888.0, 279.0, 36.0], -MyzZpa8ha, 6491100]
[paragraph, [1032.0, 924.0, 279.0, 36.0], -MyzZpa8ha, 6491100]
[paragraph, [1032.0, 960.0, 279.0, 36.0], -MyzZpa8ha, 6491100]
[paragraph, [680.0, 978.0, 309.0, 36.0], IC4IAh32kB, 6491100]
[paragraph, [680.0, 1014.0, 309.0, 36.0], IC4IAh32kB, 6491100]
[paragraph, [680.0, 1050.0, 309.0, 36.0], IC4IAh32kB, 6491100]
[paragraph, [680.0, 1086.0, 309.0, 36.0], IC4IAh32kB, 6491100]
[paragraph, [1007.0, 1047.0, 304.0, 36.0], VkWSFtGLGI, 6491100]
[paragraph, [1007.0, 1083.0, 304.0, 36.0], VkWSFtGLGI, 6491100]
[paragraph, [1007.0, 1119.0, 304.0, 36.0], VkWSFtGLGI, 6491100]
[paragraph, [1007.0, 1155.0, 304.0, 36.0], VkWSFtGLGI, 6491100]
[paragraph, [680.0, 1187.0, 282.0, 36.0], 4LWyzIpD6K, 6491100]
[paragraph, [680.0, 1223.0, 282.0, 36.0], 4LWyzIpD6K, 6491100]
[paragraph, [680.0, 1259.0, 282.0, 36.0], 4LWyzIpD6K, 6491100]
[paragraph, [680.0, 1295.0, 282.0, 36.0], 4LWyzIpD6K, 6491100]
[paragraph, [680.0, 1331.0, 282.0, 36.0], 4LWyzIpD6K, 6491100]
[paragraph, [979.0, 1203.0, 326.0, 36.0], TlYsaAv6ni, 6491100]
[paragraph, [979.0, 1239.0, 326.0, 36.0], TlYsaAv6ni, 6491100]
[paragraph, [1014.0, 1312.0, 289.0, 36.0], bgNTC2PDN0, 6491100]
[paragraph, [1014.0, 1348.0, 289.0, 36.0], bgNTC2PDN0, 6491100]
[paragraph, [1014.0, 1384.0, 289.0, 36.0], bgNTC2PDN0, 6491100]
[paragraph, [1014.0, 1420.0, 289.0, 36.0], bgNTC2PDN0, 6491100]
[paragraph, [1014.0, 1456.0, 289.0, 36.0], bgNTC2PDN0, 6491100]
[paragraph, [678.0, 1404.0, 286.0, 36.0], -NG-YMBz1_, 6491100]
[paragraph, [678.0, 1440.0, 286.0, 36.0], -NG-YMBz1_, 6491100]
[paragraph, [678.0, 1476.0, 286.0, 36.0], -NG-YMBz1_, 6491100]
[paragraph, [678.0, 1512.0, 286.0, 36.0], -NG-YMBz1_, 6491100]
[paragraph, [678.0, 1548.0, 286.0, 36.0], -NG-YMBz1_, 6491100]
[paragraph, [689.0, 1637.0, 608.0, 36.0], wMRKqe_f_K, 6491100]
[paragraph, [689.0, 1673.0, 608.0, 36.0], wMRKqe_f_K, 6491100]
[website-link, [116.0, 1733.0, 295.0, 18.0], HVKlmzwFZx, 6491100]
[website-link, [116.0, 1751.0, 295.0, 18.0], HVKlmzwFZx, 6491100]
[website-link, [116.0, 1769.0, 295.0, 18.0], HVKlmzwFZx, 6491100]
