[3509, 2482]
[folio, [838.0, 222.0, 500.0, 52.5], shoonya_4sINO8FZ82A6YM, 5691500]
[paragraph, [217.0, 344.0, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 396.5, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 449.0, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 501.5, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 554.0, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 606.5, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 659.0, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 711.5, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 764.0, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 816.5, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 869.0, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 921.5, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [217.0, 974.0, 1765.0, 52.5], shoonya_2sLA572G0PLCL3, 5691500]
[paragraph, [210.0, 1051.0, 1802.0, 52.5], iOhSb-gTJr, 5691500]
[paragraph, [210.0, 1103.5, 1802.0, 52.5], iOhSb-gTJr, 5691500]
[paragraph, [210.0, 1156.0, 1802.0, 52.5], iOhSb-gTJr, 5691500]
[paragraph, [195.0, 1213.0, 521.0, 52.5], kNytjmbgfM, 5691500]
[paragraph, [214.0, 1284.0, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1336.5, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1389.0, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1441.5, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1494.0, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1546.5, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1599.0, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1651.5, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1704.0, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1756.5, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1809.0, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1861.5, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1914.0, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 1966.5, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 2019.0, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [214.0, 2071.5, 1764.0, 52.5], shoonya_0sJVD79Q3NDWT5, 5691500]
[paragraph, [251.0, 2137.0, 977.0, 52.5], x9Lwl-wNeJ, 5691500]
[paragraph, [217.0, 2294.0, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2346.5, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2399.0, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2451.5, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2504.0, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2556.5, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2609.0, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2661.5, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2714.0, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [217.0, 2766.5, 1767.0, 52.5], shoonya_1s9HS7IFT0YC7O, 5691500]
[paragraph, [210.0, 2845.0, 1824.0, 52.5], xQolU0MTtz, 5691500]
[paragraph, [210.0, 2897.5, 1824.0, 52.5], xQolU0MTtz, 5691500]
[paragraph, [210.0, 2950.0, 1824.0, 52.5], xQolU0MTtz, 5691500]
[paragraph, [210.0, 3002.5, 1824.0, 52.5], xQolU0MTtz, 5691500]
[paragraph, [210.0, 3055.0, 1824.0, 52.5], xQolU0MTtz, 5691500]
[paragraph, [210.0, 3107.5, 1824.0, 52.5], xQolU0MTtz, 5691500]
[paragraph, [210.0, 3160.0, 1824.0, 52.5], xQolU0MTtz, 5691500]
[paragraph, [210.0, 3212.5, 1824.0, 52.5], xQolU0MTtz, 5691500]
[paragraph, [210.0, 3265.0, 1824.0, 52.5], xQolU0MTtz, 5691500]
