[2339, 1656]
[paragraph, [181.0, 183.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 219.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 255.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 291.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 327.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 363.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 399.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 435.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 471.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 507.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 543.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 579.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 615.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 651.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 687.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 723.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 759.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 795.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 831.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 867.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 903.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 939.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 975.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 1011.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 1047.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 1083.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 1119.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 1155.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 1191.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [181.0, 1227.0, 1288.0, 36.0], shoonya_1sLTSGI1XLJ6K1, 5752173]
[paragraph, [180.0, 1318.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1354.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1390.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1426.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1462.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1498.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1534.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1570.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1606.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1642.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1678.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1714.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1750.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1786.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1822.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1858.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1894.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1930.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 1966.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 2002.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 2038.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[paragraph, [180.0, 2074.0, 1286.0, 36.0], shoonya_0sFWG48HDZLVL5, 5752173]
[folio, [277.0, 2241.0, 430.0, 36.0], BSjOlK0rav, 5752173]
[folio, [277.0, 2277.0, 430.0, 36.0], BSjOlK0rav, 5752173]
