[2333, 1687]
[paragraph, [368.0, 191.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 227.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 263.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 299.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 335.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 371.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 407.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 443.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 479.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 515.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 551.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 587.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 623.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 659.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 695.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [368.0, 731.0, 1174.0, 36.0], shoonya_1sPPUK0OINTNDP, 5734156]
[paragraph, [367.0, 833.0, 1167.0, 36.0], shoonya_5sZ4AVY46XW1PW, 5734156]
[paragraph, [367.0, 869.0, 1167.0, 36.0], shoonya_5sZ4AVY46XW1PW, 5734156]
[paragraph, [367.0, 905.0, 1167.0, 36.0], shoonya_5sZ4AVY46XW1PW, 5734156]
[paragraph, [367.0, 941.0, 1167.0, 36.0], shoonya_5sZ4AVY46XW1PW, 5734156]
[paragraph, [367.0, 977.0, 1167.0, 36.0], shoonya_5sZ4AVY46XW1PW, 5734156]
[paragraph, [367.0, 1013.0, 1167.0, 36.0], shoonya_5sZ4AVY46XW1PW, 5734156]
[paragraph, [365.0, 1109.0, 1173.0, 36.0], shoonya_4sO8QIPS0TZP7J, 5734156]
[paragraph, [365.0, 1145.0, 1173.0, 36.0], shoonya_4sO8QIPS0TZP7J, 5734156]
[paragraph, [365.0, 1181.0, 1173.0, 36.0], shoonya_4sO8QIPS0TZP7J, 5734156]
[paragraph, [365.0, 1217.0, 1173.0, 36.0], shoonya_4sO8QIPS0TZP7J, 5734156]
[paragraph, [363.0, 1329.0, 1171.0, 36.0], shoonya_2sR65WG021J03B, 5734156]
[paragraph, [363.0, 1365.0, 1171.0, 36.0], shoonya_2sR65WG021J03B, 5734156]
[paragraph, [363.0, 1401.0, 1171.0, 36.0], shoonya_2sR65WG021J03B, 5734156]
[paragraph, [363.0, 1437.0, 1171.0, 36.0], shoonya_2sR65WG021J03B, 5734156]
[paragraph, [363.0, 1473.0, 1171.0, 36.0], shoonya_2sR65WG021J03B, 5734156]
[paragraph, [363.0, 1509.0, 1171.0, 36.0], shoonya_2sR65WG021J03B, 5734156]
[paragraph, [357.0, 1602.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1638.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1674.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1710.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1746.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1782.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1818.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1854.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1890.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
[paragraph, [357.0, 1926.0, 1177.0, 36.0], shoonya_0sJ3W0MNOLIDTK, 5734156]
