[1755, 1241]
[ordered-list, [210.0, 105.0, 892.0, 36.0], lh0n6h0ru6, 5708933]
[ordered-list, [210.0, 141.0, 892.0, 36.0], lh0n6h0ru6, 5708933]
[ordered-list, [210.0, 177.0, 892.0, 36.0], lh0n6h0ru6, 5708933]
[ordered-list, [210.0, 213.0, 892.0, 36.0], lh0n6h0ru6, 5708933]
[paragraph, [210.0, 322.0, 893.0, 36.0], jByceG7tgg, 5708933]
[paragraph, [210.0, 358.0, 893.0, 36.0], jByceG7tgg, 5708933]
[paragraph, [210.0, 394.0, 893.0, 36.0], jByceG7tgg, 5708933]
[paragraph, [210.0, 430.0, 893.0, 36.0], jByceG7tgg, 5708933]
[paragraph, [210.0, 466.0, 893.0, 36.0], jByceG7tgg, 5708933]
[ordered-list, [144.0, 520.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 556.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 592.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 628.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 664.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 700.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 736.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 772.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 808.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 844.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 880.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 916.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 952.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 988.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1024.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1060.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1096.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1132.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1168.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1204.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1240.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1276.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1312.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1348.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1384.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1420.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1456.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1492.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1528.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[ordered-list, [144.0, 1564.0, 974.0, 36.0], 0yBLBezxeY, 5708933]
[sub-ordered-list, [189.0, 565.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 601.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 637.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 673.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 709.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 745.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 781.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 817.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 853.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 889.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 925.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 961.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 997.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 1033.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 1069.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 1105.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [189.0, 1141.0, 917.0, 36.0], shoonya_0s5D5V0QCVPUA7, 5708933]
[sub-ordered-list, [212.0, 1232.0, 889.0, 36.0], NRsnXHEgQ9, 5708933]
[sub-ordered-list, [212.0, 1268.0, 889.0, 36.0], NRsnXHEgQ9, 5708933]
[sub-ordered-list, [212.0, 1304.0, 889.0, 36.0], NRsnXHEgQ9, 5708933]
[sub-ordered-list, [212.0, 1340.0, 889.0, 36.0], NRsnXHEgQ9, 5708933]
[sub-ordered-list, [212.0, 1376.0, 889.0, 36.0], NRsnXHEgQ9, 5708933]
[sub-ordered-list, [212.0, 1412.0, 889.0, 36.0], NRsnXHEgQ9, 5708933]
