[3509, 2480]
[paragraph, [355.0, 388.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 440.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 493.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 545.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 598.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 650.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 703.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 755.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 808.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 860.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 913.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 965.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1018.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1070.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1123.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1175.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1228.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1280.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1333.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1385.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1438.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1490.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1543.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1595.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1648.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1700.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1753.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1805.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1858.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1910.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 1963.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 2015.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 2068.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 2120.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 2173.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 2225.5, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [355.0, 2278.0, 1789.0, 52.5], shoonya_1sX2VXAVI4MJSG, 5723658]
[paragraph, [359.0, 2406.0, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2458.5, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2511.0, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2563.5, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2616.0, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2668.5, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2721.0, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2773.5, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2826.0, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2878.5, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2931.0, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 2983.5, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 3036.0, 1777.0, 52.5], bmigb3TaVd, 5723658]
[paragraph, [359.0, 3088.5, 1777.0, 52.5], bmigb3TaVd, 5723658]
