[792, 612]
[headline, [237.0, 22.0, 149.0, 25.5], CSZ63QciTJ, 5772555]
[sub-headline, [220.0, 63.0, 187.0, 25.5], 5gCml8llfi, 5772555]
[ordered-list, [77.0, 106.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 124.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 142.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 160.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 178.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 196.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 214.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 232.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 250.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 268.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 286.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [77.0, 304.0, 461.0, 18.0], shoonya_1sSJFRFU6O72WM, 5772555]
[ordered-list, [81.0, 432.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 450.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 468.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 486.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 504.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 522.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 540.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 558.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 576.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 594.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 612.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
[ordered-list, [81.0, 630.0, 415.0, 18.0], ejwE0cxe_v, 5772555]
