[2906, 2048]
[section-title, [240.0, 257.0, 788.0, 79.5], shoonya_1sTD0PYYUXRPFL, 6473529]
[paragraph, [234.0, 414.0, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 460.5, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 507.0, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 553.5, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 600.0, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 646.5, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 693.0, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 739.5, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 786.0, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[paragraph, [234.0, 832.5, 1578.0, 46.5], shoonya_2s55UTIUFF4E63, 6473529]
[section-title, [232.0, 926.0, 1574.0, 79.5], KLLqVfO-0q, 6473529]
[section-title, [232.0, 1005.5, 1574.0, 79.5], KLLqVfO-0q, 6473529]
[ordered-list, [225.0, 1169.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1215.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1262.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1308.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1355.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1401.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1448.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1494.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1541.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1587.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1634.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1680.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1727.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1773.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1820.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1866.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1913.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 1959.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 2006.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 2052.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 2099.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 2145.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 2192.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 2238.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 2285.0, 1612.0, 46.5], ukkA0aFR_U, 6473529]
[ordered-list, [225.0, 2331.5, 1612.0, 46.5], ukkA0aFR_U, 6473529]
