[2339, 1653]
[folio, [284.0, 212.0, 208.0, 36.0], C0szOeKg_z, 5655273]
[paragraph, [285.0, 305.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 341.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 377.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 413.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 449.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 485.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 521.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 557.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 593.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 629.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 665.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 701.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 737.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 773.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 809.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 845.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 881.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 917.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [285.0, 953.0, 1079.0, 36.0], shoonya_2sUCZVMQRTM3O0, 5655273]
[paragraph, [284.0, 1024.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1060.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1096.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1132.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1168.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1204.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1240.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1276.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1312.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1348.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1384.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1420.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1456.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1492.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1528.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1564.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1600.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1636.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1672.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1708.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1744.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1780.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1816.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1852.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1888.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1924.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1960.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 1996.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 2032.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 2068.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
[paragraph, [284.0, 2104.0, 1079.0, 36.0], shoonya_0s1CZS36UYOAFH, 5655273]
