[2339, 1653]
[paragraph, [249.0, 243.0, 1157.0, 36.0], shoonya_1sSVM5ZGWOPY8E, 5686988]
[paragraph, [249.0, 279.0, 1157.0, 36.0], shoonya_1sSVM5ZGWOPY8E, 5686988]
[paragraph, [249.0, 315.0, 1157.0, 36.0], shoonya_1sSVM5ZGWOPY8E, 5686988]
[paragraph, [249.0, 351.0, 1157.0, 36.0], shoonya_1sSVM5ZGWOPY8E, 5686988]
[paragraph, [249.0, 387.0, 1157.0, 36.0], shoonya_1sSVM5ZGWOPY8E, 5686988]
[paragraph, [250.0, 580.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 616.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 652.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 688.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 724.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 760.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 796.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 832.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 868.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 904.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 940.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 976.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 1012.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 1048.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 1084.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 1120.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 1156.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [250.0, 1192.0, 1153.0, 36.0], shoonya_4sRY0204CF50DE, 5686988]
[paragraph, [252.0, 1240.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1276.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1312.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1348.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1384.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1420.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1456.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1492.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1528.0, 1153.0, 36.0], shoonya_6sQMJ66WBC2GUF, 5686988]
[paragraph, [252.0, 1580.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1616.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1652.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1688.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1724.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1760.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1796.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1832.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1868.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1904.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1940.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 1976.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 2012.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
[paragraph, [252.0, 2048.0, 1158.0, 36.0], shoonya_0sWJ8METZQDWNE, 5686988]
