[1650, 1275]
[paragraph, [115.0, 105.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 141.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 177.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 213.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 249.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 285.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 321.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 357.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 393.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [115.0, 429.0, 521.0, 36.0], shoonya_0sPC3YTWQH33OQ, 5722453]
[paragraph, [657.0, 108.0, 492.0, 36.0], shoonya_9sCPPE2QY48KGV, 5722453]
[paragraph, [657.0, 144.0, 492.0, 36.0], shoonya_9sCPPE2QY48KGV, 5722453]
[paragraph, [655.0, 189.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 225.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 261.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 297.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 333.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 369.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 405.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 441.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 477.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 513.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 549.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 585.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [655.0, 621.0, 495.0, 36.0], shoonya_3sZ24S7YUTXZZQ, 5722453]
[paragraph, [116.0, 478.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [116.0, 514.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [116.0, 550.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [116.0, 586.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [116.0, 622.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [116.0, 658.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [116.0, 694.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [116.0, 730.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [116.0, 766.0, 519.0, 36.0], shoonya_2s8EG2PGLIO0A3, 5722453]
[paragraph, [657.0, 691.0, 492.0, 36.0], shoonya_6sYIDBMNO7Q2VC, 5722453]
[paragraph, [657.0, 727.0, 492.0, 36.0], shoonya_6sYIDBMNO7Q2VC, 5722453]
[paragraph, [657.0, 763.0, 492.0, 36.0], shoonya_6sYIDBMNO7Q2VC, 5722453]
[paragraph, [657.0, 799.0, 492.0, 36.0], shoonya_6sYIDBMNO7Q2VC, 5722453]
[paragraph, [657.0, 835.0, 492.0, 36.0], shoonya_6sYIDBMNO7Q2VC, 5722453]
[paragraph, [657.0, 871.0, 492.0, 36.0], shoonya_6sYIDBMNO7Q2VC, 5722453]
[paragraph, [657.0, 907.0, 492.0, 36.0], shoonya_6sYIDBMNO7Q2VC, 5722453]
[paragraph, [116.0, 820.0, 520.0, 36.0], shoonya_1s6U9XF1V0DLN2, 5722453]
[paragraph, [116.0, 856.0, 520.0, 36.0], shoonya_1s6U9XF1V0DLN2, 5722453]
[paragraph, [116.0, 892.0, 520.0, 36.0], shoonya_1s6U9XF1V0DLN2, 5722453]
[paragraph, [116.0, 928.0, 520.0, 36.0], shoonya_1s6U9XF1V0DLN2, 5722453]
[paragraph, [116.0, 964.0, 520.0, 36.0], shoonya_1s6U9XF1V0DLN2, 5722453]
[paragraph, [116.0, 1000.0, 520.0, 36.0], shoonya_1s6U9XF1V0DLN2, 5722453]
[sub-headline, [772.0, 971.0, 257.0, 36.0], shoonya_11sGIQCMHL216X, 5722453]
[sub-headline, [772.0, 1007.0, 257.0, 36.0], shoonya_11sGIQCMHL216X, 5722453]
[paragraph, [666.0, 1056.0, 469.0, 36.0], shoonya_5s4O3EC0Z82QGJ, 5722453]
[paragraph, [666.0, 1092.0, 469.0, 36.0], shoonya_5s4O3EC0Z82QGJ, 5722453]
[paragraph, [666.0, 1128.0, 469.0, 36.0], shoonya_5s4O3EC0Z82QGJ, 5722453]
[paragraph, [666.0, 1164.0, 469.0, 36.0], shoonya_5s4O3EC0Z82QGJ, 5722453]
[paragraph, [666.0, 1200.0, 469.0, 36.0], shoonya_5s4O3EC0Z82QGJ, 5722453]
[paragraph, [666.0, 1236.0, 469.0, 36.0], shoonya_5s4O3EC0Z82QGJ, 5722453]
[paragraph, [666.0, 1272.0, 469.0, 36.0], shoonya_5s4O3EC0Z82QGJ, 5722453]
[paragraph, [666.0, 1308.0, 469.0, 36.0], shoonya_5s4O3EC0Z82QGJ, 5722453]
[paragraph, [131.0, 1060.0, 480.0, 36.0], shoonya_12sPWQ5HPOBUR4, 5722453]
[paragraph, [131.0, 1096.0, 480.0, 36.0], shoonya_12sPWQ5HPOBUR4, 5722453]
[paragraph, [131.0, 1132.0, 480.0, 36.0], shoonya_12sPWQ5HPOBUR4, 5722453]
[paragraph, [131.0, 1168.0, 480.0, 36.0], shoonya_12sPWQ5HPOBUR4, 5722453]
[paragraph, [114.0, 1218.0, 524.0, 36.0], shoonya_8sLE6EXKDZQP7A, 5722453]
[paragraph, [114.0, 1254.0, 524.0, 36.0], shoonya_8sLE6EXKDZQP7A, 5722453]
[paragraph, [113.0, 1322.0, 532.0, 36.0], shoonya_4sB0O4T4TJAS39, 5722453]
[paragraph, [113.0, 1358.0, 532.0, 36.0], shoonya_4sB0O4T4TJAS39, 5722453]
[paragraph, [113.0, 1394.0, 532.0, 36.0], shoonya_4sB0O4T4TJAS39, 5722453]
[paragraph, [113.0, 1430.0, 532.0, 36.0], shoonya_4sB0O4T4TJAS39, 5722453]
[paragraph, [113.0, 1466.0, 532.0, 36.0], shoonya_4sB0O4T4TJAS39, 5722453]
[paragraph, [669.0, 1348.0, 469.0, 36.0], shoonya_7sR9U4SLZFVAP0, 5722453]
[paragraph, [669.0, 1384.0, 469.0, 36.0], shoonya_7sR9U4SLZFVAP0, 5722453]
[folio, [870.0, 1543.0, 253.0, 36.0], WNXDPtCFUg, 5722453]
