[1468, 909]
[headline, [390.0, 97.0, 86.0, 25.5], kGeBNgdLyz, 5769868]
[jumpline, [176.0, 165.0, 195.0, 18.0], Q5qqm0gMIP, 5769868]
[jumpline, [176.0, 183.0, 195.0, 18.0], Q5qqm0gMIP, 5769868]
[paragraph, [464.0, 165.0, 365.0, 18.0], D4nb3usMei, 5769868]
[paragraph, [464.0, 183.0, 365.0, 18.0], D4nb3usMei, 5769868]
[paragraph, [464.0, 201.0, 365.0, 18.0], D4nb3usMei, 5769868]
[paragraph, [464.0, 219.0, 365.0, 18.0], D4nb3usMei, 5769868]
[paragraph, [95.0, 201.0, 360.0, 18.0], ZP4GZqWOhD, 5769868]
[paragraph, [95.0, 219.0, 360.0, 18.0], ZP4GZqWOhD, 5769868]
[paragraph, [95.0, 229.0, 360.0, 18.0], lfU1R1YHE_, 5769868]
[paragraph, [95.0, 247.0, 360.0, 18.0], lfU1R1YHE_, 5769868]
[paragraph, [95.0, 265.0, 360.0, 18.0], lfU1R1YHE_, 5769868]
[paragraph, [95.0, 283.0, 360.0, 18.0], lfU1R1YHE_, 5769868]
[paragraph, [95.0, 301.0, 360.0, 18.0], lfU1R1YHE_, 5769868]
[paragraph, [95.0, 319.0, 360.0, 18.0], lfU1R1YHE_, 5769868]
[paragraph, [95.0, 337.0, 360.0, 18.0], lfU1R1YHE_, 5769868]
[paragraph, [464.0, 234.0, 363.0, 18.0], 9JSlsv5Swz, 5769868]
[paragraph, [464.0, 252.0, 363.0, 18.0], 9JSlsv5Swz, 5769868]
[paragraph, [464.0, 270.0, 363.0, 18.0], 9JSlsv5Swz, 5769868]
[paragraph, [464.0, 288.0, 363.0, 18.0], 9JSlsv5Swz, 5769868]
[paragraph, [464.0, 306.0, 363.0, 18.0], 9JSlsv5Swz, 5769868]
[paragraph, [462.0, 330.0, 367.0, 18.0], qWJwTREWkx, 5769868]
[paragraph, [462.0, 348.0, 367.0, 18.0], qWJwTREWkx, 5769868]
[paragraph, [93.0, 360.0, 363.0, 18.0], _oUmkwOmPu, 5769868]
[paragraph, [93.0, 378.0, 363.0, 18.0], _oUmkwOmPu, 5769868]
[paragraph, [459.0, 361.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 379.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 397.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 415.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 433.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 451.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 469.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 487.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 505.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 523.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 541.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [459.0, 559.0, 369.0, 18.0], 4cPf7JmU2c, 5769868]
[paragraph, [120.0, 430.0, 331.0, 18.0], suj_uD8UxS, 5769868]
[paragraph, [120.0, 448.0, 331.0, 18.0], suj_uD8UxS, 5769868]
[paragraph, [84.0, 465.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 483.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 501.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 519.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 537.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 555.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 573.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 591.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 609.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 627.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 645.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 663.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 681.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 699.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 717.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 735.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 753.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 771.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 789.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 807.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 825.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 843.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 861.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 879.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 897.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 915.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 933.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 951.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 969.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [84.0, 987.0, 368.0, 18.0], yu5eCMnzOt, 5769868]
[paragraph, [456.0, 585.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [456.0, 603.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [456.0, 621.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [456.0, 639.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [456.0, 657.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [456.0, 675.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [456.0, 693.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [456.0, 711.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [456.0, 729.0, 369.0, 18.0], LFv0AJ-p9X, 5769868]
[paragraph, [457.0, 748.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 766.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 784.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 802.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 820.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 838.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 856.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 874.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 892.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 910.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 928.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 946.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 964.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 982.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 1000.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 1018.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [457.0, 1036.0, 364.0, 18.0], IMVONTmvCR, 5769868]
[paragraph, [81.0, 1013.0, 364.0, 18.0], muS5sCdQxU, 5769868]
[paragraph, [81.0, 1031.0, 364.0, 18.0], muS5sCdQxU, 5769868]
[paragraph, [81.0, 1049.0, 364.0, 18.0], muS5sCdQxU, 5769868]
[paragraph, [453.0, 1048.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1066.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1084.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1102.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1120.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1138.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1156.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1174.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1192.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1210.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [453.0, 1228.0, 368.0, 18.0], y1lbPFXEk9, 5769868]
[paragraph, [81.0, 1073.0, 364.0, 18.0], wRHcizEMzs, 5769868]
[paragraph, [81.0, 1091.0, 364.0, 18.0], wRHcizEMzs, 5769868]
[paragraph, [81.0, 1109.0, 364.0, 18.0], wRHcizEMzs, 5769868]
[paragraph, [81.0, 1127.0, 364.0, 18.0], wRHcizEMzs, 5769868]
[paragraph, [81.0, 1145.0, 364.0, 18.0], wRHcizEMzs, 5769868]
[paragraph, [81.0, 1163.0, 364.0, 18.0], wRHcizEMzs, 5769868]
[paragraph, [81.0, 1181.0, 364.0, 18.0], wRHcizEMzs, 5769868]
[paragraph, [77.0, 1233.0, 367.0, 18.0], s89fTRFxnn, 5769868]
[paragraph, [77.0, 1251.0, 367.0, 18.0], s89fTRFxnn, 5769868]
[paragraph, [77.0, 1269.0, 367.0, 18.0], s89fTRFxnn, 5769868]
[paragraph, [77.0, 1287.0, 367.0, 18.0], s89fTRFxnn, 5769868]
[paragraph, [77.0, 1305.0, 367.0, 18.0], s89fTRFxnn, 5769868]
[paragraph, [77.0, 1323.0, 367.0, 18.0], s89fTRFxnn, 5769868]
[paragraph, [77.0, 1341.0, 367.0, 18.0], s89fTRFxnn, 5769868]
[paragraph, [512.0, 1247.0, 222.0, 18.0], Mls4oFnvBJ, 5769868]
[paragraph, [512.0, 1265.0, 222.0, 18.0], Mls4oFnvBJ, 5769868]
[paragraph, [512.0, 1283.0, 222.0, 18.0], Mls4oFnvBJ, 5769868]
[paragraph, [512.0, 1301.0, 222.0, 18.0], Mls4oFnvBJ, 5769868]
[author, [654.0, 1333.0, 156.0, 18.0], irrYxezfr_, 5769868]
[author, [654.0, 1351.0, 156.0, 18.0], irrYxezfr_, 5769868]
