[2339, 1653]
[folio, [289.0, 210.0, 208.0, 36.0], 6HN9Uc4VEg, 5655075]
[paragraph, [288.0, 313.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [288.0, 349.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [288.0, 385.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [288.0, 421.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [288.0, 457.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [288.0, 493.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [288.0, 529.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [288.0, 565.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [288.0, 601.0, 1088.0, 36.0], shoonya_1s60DLXDPWS05B, 5655075]
[paragraph, [280.0, 658.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 694.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 730.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 766.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 802.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 838.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 874.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 910.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 946.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 982.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1018.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1054.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1090.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1126.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1162.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1198.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1234.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1270.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1306.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1342.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1378.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1414.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1450.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1486.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1522.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1558.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1594.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1630.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1666.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1702.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1738.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1774.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1810.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [280.0, 1846.0, 1088.0, 36.0], shoonya_0sZ85TZEORSBCX, 5655075]
[paragraph, [282.0, 1916.0, 1083.0, 36.0], shoonya_3sLN9OQTQESK87, 5655075]
[paragraph, [282.0, 1952.0, 1083.0, 36.0], shoonya_3sLN9OQTQESK87, 5655075]
[paragraph, [282.0, 1988.0, 1083.0, 36.0], shoonya_3sLN9OQTQESK87, 5655075]
[paragraph, [282.0, 2024.0, 1083.0, 36.0], shoonya_3sLN9OQTQESK87, 5655075]
