[2339, 1654]
[folio, [130.0, 66.0, 331.0, 36.0], BJjL4LHhfy, 5750601]
[folio, [130.0, 102.0, 331.0, 36.0], BJjL4LHhfy, 5750601]
[paragraph, [149.0, 109.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 145.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 181.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 217.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 253.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 289.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 325.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 361.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 397.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 433.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 469.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 505.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 541.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 577.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 613.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 649.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 685.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 721.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 757.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 793.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 829.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 865.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 901.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 937.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 973.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1009.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1045.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1081.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1117.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1153.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1189.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1225.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1261.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1297.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1333.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
[paragraph, [149.0, 1369.0, 1451.0, 36.0], shoonya_0sFNWLKMN4420Y, 5750601]
