[2339, 1653]
[folio, [280.0, 229.0, 214.0, 36.0], y-PJCePVlD, 5655014]
[paragraph, [281.0, 314.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 350.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 386.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 422.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 458.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 494.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 530.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 566.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 602.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 638.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 674.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 710.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 746.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 782.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 818.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 854.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 890.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 926.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 962.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 998.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[paragraph, [281.0, 1034.0, 1085.0, 36.0], shoonya_2s4BRTN0BJ1A32, 5655014]
[section-title, [278.0, 1112.0, 978.0, 52.5], 2lD1TRvtl-, 5655014]
[paragraph, [290.0, 1184.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1220.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1256.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1292.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1328.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1364.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1400.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1436.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1472.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1508.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1544.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1580.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1616.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [290.0, 1652.0, 1073.0, 36.0], shoonya_1sSI5IQ8J28PDH, 5655014]
[paragraph, [286.0, 1737.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
[paragraph, [286.0, 1773.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
[paragraph, [286.0, 1809.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
[paragraph, [286.0, 1845.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
[paragraph, [286.0, 1881.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
[paragraph, [286.0, 1917.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
[paragraph, [286.0, 1953.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
[paragraph, [286.0, 1989.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
[paragraph, [286.0, 2025.0, 1083.0, 36.0], shoonya_0sE9UU02AOCKV1, 5655014]
