[1468, 909]
[folio, [353.0, 76.0, 178.0, 18.0], V40_AezZqe, 5770605]
[folio, [353.0, 94.0, 178.0, 18.0], V40_AezZqe, 5770605]
[paragraph, [459.0, 144.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 162.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 180.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 198.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 216.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 234.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 252.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 270.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 288.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 306.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 324.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 342.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 360.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 378.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 396.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 414.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 432.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 450.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 468.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 486.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 504.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 522.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 540.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 558.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 576.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 594.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 612.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 630.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 648.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 666.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 684.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 702.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 720.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 738.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 756.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 774.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 792.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 810.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 828.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 846.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 864.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 882.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 900.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 918.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 936.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 954.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 972.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 990.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 1008.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 1026.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [459.0, 1044.0, 377.0, 18.0], jbrksw84fq, 5770605]
[paragraph, [86.0, 148.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 166.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 184.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 202.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 220.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 238.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 256.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 274.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 292.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 310.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 328.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [86.0, 346.0, 365.0, 18.0], j2hYBAlUmQ, 5770605]
[paragraph, [76.0, 366.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 384.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 402.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 420.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 438.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 456.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 474.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 492.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 510.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 528.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 546.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 564.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 582.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 600.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 618.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 636.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 654.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 672.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 690.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 708.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 726.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 744.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 762.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 780.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 798.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 816.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 834.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 852.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 870.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 888.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 906.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 924.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 942.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 960.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 978.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 996.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 1014.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 1032.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [76.0, 1050.0, 379.0, 18.0], CnJCiLvLgY, 5770605]
[paragraph, [145.0, 1103.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[paragraph, [145.0, 1121.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[paragraph, [145.0, 1139.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[paragraph, [145.0, 1157.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[paragraph, [145.0, 1175.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[paragraph, [145.0, 1193.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[paragraph, [145.0, 1211.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[paragraph, [145.0, 1229.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[paragraph, [145.0, 1247.0, 636.0, 18.0], shoonya_1sQ29Q76YTRM14, 5770605]
[contact-info, [107.0, 1336.0, 678.0, 18.0], shoonya_2s5TK81ACUIR03, 5770605]
[contact-info, [107.0, 1354.0, 678.0, 18.0], shoonya_2s5TK81ACUIR03, 5770605]
