[975, 575]
[chapter-title, [48.0, 53.0, 425.0, 30.0], eldSBotZ_R, 5775794]
[paragraph, [8.0, 83.0, 518.0, 18.0], shoonya_3s58QY14EJTUVW, 5775794]
[paragraph, [8.0, 101.0, 518.0, 18.0], shoonya_3s58QY14EJTUVW, 5775794]
[paragraph, [8.0, 119.0, 518.0, 18.0], shoonya_3s58QY14EJTUVW, 5775794]
[paragraph, [8.0, 137.0, 518.0, 18.0], shoonya_3s58QY14EJTUVW, 5775794]
[paragraph, [8.0, 155.0, 518.0, 18.0], shoonya_3s58QY14EJTUVW, 5775794]
[paragraph, [8.0, 173.0, 518.0, 18.0], shoonya_3s58QY14EJTUVW, 5775794]
[author, [363.0, 196.0, 100.0, 18.0], Z3KuWROgxT, 5775794]
[paragraph, [66.0, 202.0, 342.0, 18.0], shoonya_4sH5HOQAAMGO91, 5775794]
[paragraph, [66.0, 220.0, 342.0, 18.0], shoonya_4sH5HOQAAMGO91, 5775794]
[paragraph, [66.0, 238.0, 342.0, 18.0], shoonya_4sH5HOQAAMGO91, 5775794]
[paragraph, [96.0, 268.0, 205.0, 18.0], shoonya_5sMB366XBXCF47, 5775794]
[paragraph, [70.0, 283.0, 369.0, 18.0], shoonya_7s4B996IQMSYUQ, 5775794]
[paragraph, [14.0, 310.0, 513.0, 18.0], shoonya_2sVVB2BYC1ONQS, 5775794]
[paragraph, [14.0, 328.0, 513.0, 18.0], shoonya_2sVVB2BYC1ONQS, 5775794]
[paragraph, [14.0, 346.0, 513.0, 18.0], shoonya_2sVVB2BYC1ONQS, 5775794]
[paragraph, [18.0, 363.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 381.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 399.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 417.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 435.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 453.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 471.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 489.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 507.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 525.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 543.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 561.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 579.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 597.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 615.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [18.0, 633.0, 512.0, 18.0], shoonya_1s800V2I5TETB7, 5775794]
[paragraph, [21.0, 656.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 674.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 692.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 710.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 728.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 746.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 764.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 782.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 800.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 818.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 836.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 854.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 872.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 890.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 908.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
[paragraph, [21.0, 926.0, 511.0, 18.0], shoonya_0sKO7BIIYY9DRL, 5775794]
