[2180, 1639]
[paragraph, [810.0, 135.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 171.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 207.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 243.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 279.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 315.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 351.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 387.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 423.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 459.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 495.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 531.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 567.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [810.0, 603.0, 740.0, 36.0], shoonya_2s38PH67ZARDIF, 5653759]
[paragraph, [4.0, 151.0, 781.0, 36.0], _o9Rk9OPeC, 5653759]
[paragraph, [4.0, 187.0, 781.0, 36.0], _o9Rk9OPeC, 5653759]
[paragraph, [4.0, 223.0, 781.0, 36.0], _o9Rk9OPeC, 5653759]
[paragraph, [4.0, 259.0, 781.0, 36.0], _o9Rk9OPeC, 5653759]
[paragraph, [4.0, 295.0, 781.0, 36.0], _o9Rk9OPeC, 5653759]
[paragraph, [27.0, 359.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 395.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 431.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 467.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 503.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 539.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 575.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 611.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 647.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 683.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 719.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 755.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 791.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 827.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 863.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 899.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 935.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 971.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1007.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1043.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1079.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1115.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1151.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1187.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1223.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1259.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1295.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1331.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1367.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1403.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1439.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1475.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1511.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1547.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [27.0, 1583.0, 777.0, 36.0], shoonya_0s901UE2YKKEPJ, 5653759]
[paragraph, [836.0, 647.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
[paragraph, [836.0, 683.0, 743.0, 36.0], shoonya_3sVAO5G7K5MYOW, 5653759]
