[3508, 2481]
[contact-info, [730.0, 357.0, 1075.0, 52.5], MhBwU3c6bV, 6490680]
[contact-info, [730.0, 409.5, 1075.0, 52.5], MhBwU3c6bV, 6490680]
[headline, [1041.0, 519.0, 354.0, 52.5], xEg8ct_Asa, 6490680]
[headline, [1041.0, 571.5, 354.0, 52.5], xEg8ct_Asa, 6490680]
[dateline, [202.0, 892.0, 429.0, 52.5], fFEWnMA3QQ, 6490680]
[paragraph, [189.0, 1141.0, 497.0, 52.5], EJhQ-P4SHn, 6490680]
[paragraph, [174.0, 1265.0, 2105.0, 52.5], 8FQLNV2aP2, 6490680]
[paragraph, [174.0, 1317.5, 2105.0, 52.5], 8FQLNV2aP2, 6490680]
[paragraph, [174.0, 1370.0, 2105.0, 52.5], 8FQLNV2aP2, 6490680]
[paragraph, [174.0, 1422.5, 2105.0, 52.5], 8FQLNV2aP2, 6490680]
[paragraph, [174.0, 1475.0, 2105.0, 52.5], 8FQLNV2aP2, 6490680]
[paragraph, [174.0, 1527.5, 2105.0, 52.5], 8FQLNV2aP2, 6490680]
[paragraph, [180.0, 1620.0, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 1672.5, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 1725.0, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 1777.5, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 1830.0, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 1882.5, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 1935.0, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 1987.5, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 2040.0, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 2092.5, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 2145.0, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[paragraph, [180.0, 2197.5, 2092.0, 52.5], t8S9bjv_5D, 6490680]
[sub-section-title, [202.0, 2534.0, 761.0, 73.5], U6gGyFSDex, 6490680]
[paragraph, [202.0, 2652.0, 2089.0, 52.5], RXWauoAzz4, 6490680]
[paragraph, [202.0, 2704.5, 2089.0, 52.5], RXWauoAzz4, 6490680]
[sub-section-title, [164.0, 2867.0, 774.0, 73.5], rrO5Q9xmzl, 6490680]
[paragraph, [189.0, 2969.0, 1141.0, 52.5], gHlTRjeiBR, 6490680]
[sub-section-title, [208.0, 3131.0, 466.0, 73.5], SSfhfsXeN7, 6490680]
[subsub-section-title, [198.0, 3234.0, 363.0, 73.5], ulmmqV0Lg2, 6490680]
[unordered-list, [282.0, 3336.0, 1846.0, 52.5], eoIwtlrQyF, 6490680]
