[690, 512]
[folio, [193.0, 31.0, 117.0, 18.0], shoonya_0s0WQW8F9XL6HV, 6491426]
[headline, [193.0, 67.0, 127.0, 25.5], l3Hn0FRcXR, 6491426]
[author, [356.0, 91.0, 68.0, 18.0], JiNep36SwS, 6491426]
[paragraph, [35.0, 123.0, 217.0, 18.0], 3id92ckN-a, 6491426]
[paragraph, [35.0, 141.0, 217.0, 18.0], 3id92ckN-a, 6491426]
[paragraph, [35.0, 159.0, 217.0, 18.0], 3id92ckN-a, 6491426]
[paragraph, [35.0, 177.0, 217.0, 18.0], 3id92ckN-a, 6491426]
[paragraph, [35.0, 195.0, 217.0, 18.0], 3id92ckN-a, 6491426]
[paragraph, [35.0, 213.0, 217.0, 18.0], 3id92ckN-a, 6491426]
[paragraph, [35.0, 231.0, 217.0, 18.0], 3id92ckN-a, 6491426]
[paragraph, [35.0, 249.0, 217.0, 18.0], 3id92ckN-a, 6491426]
[paragraph, [259.0, 123.0, 218.0, 18.0], ZzZ8W39NDh, 6491426]
[paragraph, [259.0, 141.0, 218.0, 18.0], ZzZ8W39NDh, 6491426]
[paragraph, [259.0, 159.0, 218.0, 18.0], ZzZ8W39NDh, 6491426]
[paragraph, [259.0, 177.0, 218.0, 18.0], ZzZ8W39NDh, 6491426]
[paragraph, [259.0, 195.0, 218.0, 18.0], ZzZ8W39NDh, 6491426]
[paragraph, [259.0, 213.0, 218.0, 18.0], ZzZ8W39NDh, 6491426]
[paragraph, [262.0, 243.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 261.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 279.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 297.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 315.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 333.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 351.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 369.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 387.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 405.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [262.0, 423.0, 213.0, 18.0], FlUa35Ndga, 6491426]
[paragraph, [33.0, 277.0, 222.0, 18.0], Ws-Kkexbvm, 6491426]
[paragraph, [33.0, 295.0, 222.0, 18.0], Ws-Kkexbvm, 6491426]
[paragraph, [33.0, 313.0, 222.0, 18.0], Ws-Kkexbvm, 6491426]
[paragraph, [33.0, 331.0, 222.0, 18.0], Ws-Kkexbvm, 6491426]
[paragraph, [33.0, 349.0, 222.0, 18.0], Ws-Kkexbvm, 6491426]
[paragraph, [33.0, 367.0, 222.0, 18.0], Ws-Kkexbvm, 6491426]
[paragraph, [33.0, 385.0, 222.0, 18.0], Ws-Kkexbvm, 6491426]
[paragraph, [24.0, 411.0, 231.0, 18.0], x7oWfN54_q, 6491426]
[paragraph, [24.0, 429.0, 231.0, 18.0], x7oWfN54_q, 6491426]
[paragraph, [25.0, 460.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [25.0, 478.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [25.0, 496.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [25.0, 514.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [25.0, 532.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [25.0, 550.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [25.0, 568.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [25.0, 586.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [25.0, 604.0, 228.0, 18.0], 9Fv4HiqW2U, 6491426]
[paragraph, [258.0, 460.0, 221.0, 18.0], S51lCIbc6f, 6491426]
[paragraph, [258.0, 478.0, 221.0, 18.0], S51lCIbc6f, 6491426]
[paragraph, [258.0, 496.0, 221.0, 18.0], S51lCIbc6f, 6491426]
[paragraph, [258.0, 514.0, 221.0, 18.0], S51lCIbc6f, 6491426]
[paragraph, [258.0, 532.0, 221.0, 18.0], S51lCIbc6f, 6491426]
[paragraph, [258.0, 550.0, 221.0, 18.0], S51lCIbc6f, 6491426]
[paragraph, [258.0, 568.0, 221.0, 18.0], S51lCIbc6f, 6491426]
[paragraph, [260.0, 594.0, 216.0, 18.0], Ebcv6I2bEJ, 6491426]
