[1448, 2048]
[section-title, [324.0, 370.0, 1396.0, 30.0], nhe3W64gCU, 6473881]
[section-title, [324.0, 400.0, 1396.0, 30.0], nhe3W64gCU, 6473881]
[section-title, [324.0, 430.0, 1396.0, 30.0], nhe3W64gCU, 6473881]
[section-title, [324.0, 460.0, 1396.0, 30.0], nhe3W64gCU, 6473881]
[paragraph, [138.0, 514.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 532.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 550.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 568.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 586.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 604.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 622.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 640.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 658.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [138.0, 676.0, 1766.0, 18.0], DiTZuneLBN, 6473881]
[paragraph, [130.0, 729.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 747.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 765.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 783.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 801.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 819.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 837.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 855.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 873.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 891.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 909.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 927.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 945.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 963.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 981.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 999.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 1017.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 1035.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[paragraph, [130.0, 1053.0, 1776.0, 18.0], wmgw60ySgy, 6473881]
[folio, [485.0, 1284.0, 814.0, 18.0], HkXuarwvI0, 6473881]
[folio, [485.0, 1302.0, 814.0, 18.0], HkXuarwvI0, 6473881]
[folio, [485.0, 1320.0, 814.0, 18.0], HkXuarwvI0, 6473881]
[folio, [485.0, 1338.0, 814.0, 18.0], HkXuarwvI0, 6473881]
[folio, [1388.0, 1289.0, 179.0, 18.0], aQpqxd79RY, 6473881]
[folio, [1388.0, 1307.0, 179.0, 18.0], aQpqxd79RY, 6473881]
[folio, [1388.0, 1325.0, 179.0, 18.0], aQpqxd79RY, 6473881]
