[1545, 2000]
[section-title, [22.0, 83.0, 384.0, 49.5], c1EIpl09wt, 6491202]
[section-title, [22.0, 132.5, 384.0, 49.5], c1EIpl09wt, 6491202]
[section-title, [674.0, 83.0, 272.0, 49.5], ay6QMbq0fY, 6491202]
[folio, [1569.0, 147.0, 208.0, 36.0], iYnlUN9cWe, 6491202]
[headline, [674.0, 150.0, 470.0, 37.5], hRMjTzXb-c, 6491202]
[headline, [674.0, 187.5, 470.0, 37.5], hRMjTzXb-c, 6491202]
[headline, [674.0, 225.0, 470.0, 37.5], hRMjTzXb-c, 6491202]
[headline, [12.0, 203.0, 394.0, 37.5], dWtLGfjKLB, 6491202]
[headline, [12.0, 240.5, 394.0, 37.5], dWtLGfjKLB, 6491202]
[headline, [12.0, 278.0, 394.0, 37.5], dWtLGfjKLB, 6491202]
[paragraph, [687.0, 305.0, 348.0, 36.0], Xt_e6UFkTJ, 6491202]
[paragraph, [687.0, 341.0, 348.0, 36.0], Xt_e6UFkTJ, 6491202]
[paragraph, [687.0, 377.0, 348.0, 36.0], Xt_e6UFkTJ, 6491202]
[paragraph, [687.0, 413.0, 348.0, 36.0], Xt_e6UFkTJ, 6491202]
[paragraph, [687.0, 449.0, 348.0, 36.0], Xt_e6UFkTJ, 6491202]
[paragraph, [687.0, 485.0, 348.0, 36.0], Xt_e6UFkTJ, 6491202]
[paragraph, [687.0, 521.0, 348.0, 36.0], Xt_e6UFkTJ, 6491202]
[headline, [1513.0, 330.0, 295.0, 37.5], gkjhvm-nRJ, 6491202]
[headline, [1513.0, 367.5, 295.0, 37.5], gkjhvm-nRJ, 6491202]
[headline, [1513.0, 405.0, 295.0, 37.5], gkjhvm-nRJ, 6491202]
[paragraph, [12.0, 351.0, 493.0, 36.0], k0q5rfEYxr, 6491202]
[paragraph, [12.0, 387.0, 493.0, 36.0], k0q5rfEYxr, 6491202]
[paragraph, [12.0, 423.0, 493.0, 36.0], k0q5rfEYxr, 6491202]
[paragraph, [12.0, 459.0, 493.0, 36.0], k0q5rfEYxr, 6491202]
[paragraph, [12.0, 495.0, 493.0, 36.0], k0q5rfEYxr, 6491202]
[sub-headline, [1516.0, 463.0, 330.0, 36.0], P8SyPfWsE3, 6491202]
[sub-headline, [1516.0, 499.0, 330.0, 36.0], P8SyPfWsE3, 6491202]
[sub-headline, [1516.0, 535.0, 330.0, 36.0], P8SyPfWsE3, 6491202]
[paragraph, [679.0, 567.0, 335.0, 36.0], JjBFgI5qOA, 6491202]
[paragraph, [679.0, 603.0, 335.0, 36.0], JjBFgI5qOA, 6491202]
[paragraph, [17.0, 585.0, 170.0, 36.0], NMrnoksAKQ, 6491202]
[website-link, [1491.0, 671.0, 368.0, 18.0], ktTmslnylt, 6491202]
[website-link, [1491.0, 689.0, 368.0, 18.0], ktTmslnylt, 6491202]
[website-link, [1491.0, 707.0, 368.0, 18.0], ktTmslnylt, 6491202]
[section-title, [17.0, 758.0, 368.0, 49.5], wZZRhvDHDw, 6491202]
[section-title, [17.0, 807.5, 368.0, 49.5], wZZRhvDHDw, 6491202]
[sidebar, [699.0, 842.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 878.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 914.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 950.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 986.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1022.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1058.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1094.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1130.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1166.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1202.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1238.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1274.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1310.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1346.0, 592.0, 36.0], bckJJb97dq, 6491202]
[sidebar, [699.0, 1382.0, 592.0, 36.0], bckJJb97dq, 6491202]
[headline, [25.0, 860.0, 498.0, 37.5], Lz2Kl2zhyG, 6491202]
[headline, [25.0, 897.5, 498.0, 37.5], Lz2Kl2zhyG, 6491202]
[headline, [25.0, 935.0, 498.0, 37.5], Lz2Kl2zhyG, 6491202]
[section-title, [48.0, 1315.0, 374.0, 49.5], PR2GYoWCiv, 6491202]
[section-title, [48.0, 1364.5, 374.0, 49.5], PR2GYoWCiv, 6491202]
