[1945, 1492]
[chapter-title, [473.0, 194.0, 514.0, 58.5], shoonya_7sBT32TNNBMTW8, 5749665]
[paragraph, [204.0, 309.0, 1042.0, 36.0], shoonya_3s89GFQZ76H2XB, 5749665]
[paragraph, [204.0, 345.0, 1042.0, 36.0], shoonya_3s89GFQZ76H2XB, 5749665]
[paragraph, [204.0, 381.0, 1042.0, 36.0], shoonya_3s89GFQZ76H2XB, 5749665]
[paragraph, [204.0, 417.0, 1042.0, 36.0], shoonya_3s89GFQZ76H2XB, 5749665]
[paragraph, [204.0, 453.0, 1042.0, 36.0], shoonya_3s89GFQZ76H2XB, 5749665]
[paragraph, [204.0, 489.0, 1042.0, 36.0], shoonya_3s89GFQZ76H2XB, 5749665]
[paragraph, [204.0, 525.0, 1042.0, 36.0], shoonya_3s89GFQZ76H2XB, 5749665]
[paragraph, [204.0, 561.0, 1042.0, 36.0], shoonya_3s89GFQZ76H2XB, 5749665]
[paragraph, [192.0, 626.0, 1056.0, 36.0], P5sNJTgzX8, 5749665]
[paragraph, [192.0, 662.0, 1056.0, 36.0], P5sNJTgzX8, 5749665]
[paragraph, [192.0, 698.0, 1056.0, 36.0], P5sNJTgzX8, 5749665]
[paragraph, [205.0, 764.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [205.0, 800.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [205.0, 836.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [205.0, 872.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [205.0, 908.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [205.0, 944.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [205.0, 980.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [205.0, 1016.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [205.0, 1052.0, 1039.0, 36.0], shoonya_1sKKTO5BBEUAQG, 5749665]
[paragraph, [213.0, 1121.0, 1037.0, 36.0], shoonya_2sFB4YICIRKS3J, 5749665]
[paragraph, [213.0, 1157.0, 1037.0, 36.0], shoonya_2sFB4YICIRKS3J, 5749665]
[paragraph, [213.0, 1193.0, 1037.0, 36.0], shoonya_2sFB4YICIRKS3J, 5749665]
[paragraph, [209.0, 1261.0, 1039.0, 36.0], shoonya_0s44E4919NWVSG, 5749665]
[paragraph, [209.0, 1297.0, 1039.0, 36.0], shoonya_0s44E4919NWVSG, 5749665]
[paragraph, [209.0, 1333.0, 1039.0, 36.0], shoonya_0s44E4919NWVSG, 5749665]
[paragraph, [209.0, 1369.0, 1039.0, 36.0], shoonya_0s44E4919NWVSG, 5749665]
[paragraph, [209.0, 1405.0, 1039.0, 36.0], shoonya_0s44E4919NWVSG, 5749665]
[paragraph, [209.0, 1441.0, 1039.0, 36.0], shoonya_0s44E4919NWVSG, 5749665]
[paragraph, [209.0, 1477.0, 1039.0, 36.0], shoonya_0s44E4919NWVSG, 5749665]
[paragraph, [209.0, 1513.0, 1039.0, 36.0], shoonya_0s44E4919NWVSG, 5749665]
[paragraph, [211.0, 1575.0, 1037.0, 36.0], shoonya_4sT34VNR50OBSG, 5749665]
[paragraph, [211.0, 1611.0, 1037.0, 36.0], shoonya_4sT34VNR50OBSG, 5749665]
[paragraph, [246.0, 1664.0, 1001.0, 36.0], shoonya_9s2QHD6CU9YBU4, 5749665]
