[1268, 825]
[paragraph, [27.0, 31.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 49.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 67.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 85.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 103.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 121.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 139.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 157.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 175.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 193.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 211.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 229.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [27.0, 247.0, 774.0, 18.0], shoonya_0sI7S10EGI19OT, 5751308]
[paragraph, [28.0, 268.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 286.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 304.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 322.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 340.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 358.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 376.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 394.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 412.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 430.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 448.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 466.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 484.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 502.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 520.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 538.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 556.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 574.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 592.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 610.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 628.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 646.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 664.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 682.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 700.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 718.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 736.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 754.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 772.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 790.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 808.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 826.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 844.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 862.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 880.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 898.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 916.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 934.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 952.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 970.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 988.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [28.0, 1006.0, 777.0, 18.0], shoonya_1s4UBINVR5FSQD, 5751308]
[paragraph, [29.0, 1024.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1042.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1060.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1078.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1096.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1114.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1132.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1150.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1168.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
[paragraph, [29.0, 1186.0, 777.0, 18.0], shoonya_3sGME8OEQVQPQ9, 5751308]
