[1242, 846]
[chapter-title, [364.0, 28.0, 224.0, 30.0], shoonya_0sS58FTRXQZBW0, 5776231]
[paragraph, [138.0, 79.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 97.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 115.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 133.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 151.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 169.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 187.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 205.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 223.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 241.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 259.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 277.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 295.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 313.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 331.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 349.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 367.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [138.0, 385.0, 655.0, 18.0], 9NQj3VYD51, 5776231]
[paragraph, [448.0, 406.0, 179.0, 18.0], G0DuAc7oV6, 5776231]
[author, [550.0, 429.0, 221.0, 18.0], pwee6PPGZg, 5776231]
[paragraph, [144.0, 458.0, 652.0, 18.0], 2s0jgeYYbR, 5776231]
[paragraph, [144.0, 476.0, 652.0, 18.0], 2s0jgeYYbR, 5776231]
[paragraph, [144.0, 494.0, 652.0, 18.0], 2s0jgeYYbR, 5776231]
[paragraph, [144.0, 512.0, 652.0, 18.0], 2s0jgeYYbR, 5776231]
[paragraph, [144.0, 530.0, 652.0, 18.0], 2s0jgeYYbR, 5776231]
[paragraph, [144.0, 548.0, 652.0, 18.0], 2s0jgeYYbR, 5776231]
[paragraph, [144.0, 566.0, 652.0, 18.0], 2s0jgeYYbR, 5776231]
[paragraph, [144.0, 584.0, 652.0, 18.0], 2s0jgeYYbR, 5776231]
[paragraph, [143.0, 606.0, 653.0, 18.0], OG1w51z6kG, 5776231]
[paragraph, [143.0, 624.0, 653.0, 18.0], OG1w51z6kG, 5776231]
[paragraph, [143.0, 642.0, 653.0, 18.0], OG1w51z6kG, 5776231]
[paragraph, [143.0, 660.0, 653.0, 18.0], OG1w51z6kG, 5776231]
[paragraph, [143.0, 678.0, 653.0, 18.0], OG1w51z6kG, 5776231]
[paragraph, [143.0, 696.0, 653.0, 18.0], OG1w51z6kG, 5776231]
[paragraph, [143.0, 714.0, 653.0, 18.0], OG1w51z6kG, 5776231]
[paragraph, [143.0, 732.0, 653.0, 18.0], OG1w51z6kG, 5776231]
[paragraph, [140.0, 755.0, 657.0, 18.0], 6nUB5Rw8Mf, 5776231]
[paragraph, [140.0, 773.0, 657.0, 18.0], 6nUB5Rw8Mf, 5776231]
[paragraph, [137.0, 803.0, 658.0, 18.0], vh6tk3GevR, 5776231]
[paragraph, [137.0, 821.0, 658.0, 18.0], vh6tk3GevR, 5776231]
[paragraph, [137.0, 839.0, 658.0, 18.0], vh6tk3GevR, 5776231]
[paragraph, [137.0, 857.0, 658.0, 18.0], vh6tk3GevR, 5776231]
[paragraph, [137.0, 875.0, 658.0, 18.0], vh6tk3GevR, 5776231]
[paragraph, [137.0, 893.0, 658.0, 18.0], vh6tk3GevR, 5776231]
[paragraph, [136.0, 928.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
[paragraph, [136.0, 946.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
[paragraph, [136.0, 964.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
[paragraph, [136.0, 982.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
[paragraph, [136.0, 1000.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
[paragraph, [136.0, 1018.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
[paragraph, [136.0, 1036.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
[paragraph, [136.0, 1054.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
[paragraph, [136.0, 1072.0, 661.0, 18.0], 3vQqh8JIDI, 5776231]
