[612, 396]
[section-title, [44.0, 60.0, 312.0, 30.0], 6IccuMsNe6, 6517290]
[paragraph, [30.0, 151.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 169.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 187.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 205.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 223.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 241.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 259.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 277.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 295.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [30.0, 313.0, 334.0, 18.0], hHuzg50o1M, 6517290]
[paragraph, [38.0, 357.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 375.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 393.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 411.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 429.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 447.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 465.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 483.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 501.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 519.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 537.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
[paragraph, [38.0, 555.0, 323.0, 18.0], 7q5v8AZbQO, 6517290]
