[1162, 749]
[folio, [332.0, 77.0, 81.0, 18.0], l0BHZubvYc, 5700169]
[paragraph, [80.0, 120.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 138.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 156.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 174.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 192.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 210.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 228.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 246.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 264.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 282.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 300.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 318.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 336.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 354.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [80.0, 372.0, 598.0, 18.0], shoonya_1sQDPWLVDHN8HA, 5700169]
[paragraph, [81.0, 401.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [81.0, 419.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [81.0, 437.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [81.0, 455.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [81.0, 473.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [81.0, 491.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [81.0, 509.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [81.0, 527.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [81.0, 545.0, 588.0, 18.0], shoonya_2sQ5SAGNCD2Q36, 5700169]
[paragraph, [82.0, 573.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 591.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 609.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 627.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 645.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 663.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 681.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 699.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 717.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 735.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 753.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 771.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 789.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 807.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 825.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 843.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 861.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 879.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 897.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 915.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 933.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 951.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 969.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 987.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 1005.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 1023.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 1041.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 1059.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
[paragraph, [82.0, 1077.0, 589.0, 18.0], shoonya_0s81MP6QT39XR0, 5700169]
