[792, 464]
[section-title, [45.0, 58.0, 348.0, 30.0], iTKM9gyG9V, 5756384]
[paragraph, [19.0, 93.0, 387.0, 18.0], wdKQF-2jeO, 5756384]
[paragraph, [19.0, 111.0, 387.0, 18.0], wdKQF-2jeO, 5756384]
[paragraph, [19.0, 129.0, 387.0, 18.0], wdKQF-2jeO, 5756384]
[ordered-list, [31.0, 154.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 172.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 190.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 208.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 226.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 244.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 262.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 280.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 298.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 316.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 334.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 352.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 370.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 388.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 406.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 424.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 442.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 460.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 478.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 496.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 514.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 532.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 550.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 568.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 586.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 604.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 622.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 640.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 658.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 676.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 694.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 712.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[ordered-list, [31.0, 730.0, 383.0, 18.0], shoonya_0sFUGP0UMD7OM3, 5756384]
[website-link, [66.0, 177.0, 82.0, 18.0], Pfysl9FM4M, 5756384]
