[1242, 896]
[chapter-title, [263.0, 48.0, 265.0, 30.0], shoonya_11s0ZOR2ZDPJ71, 5776716]
[paragraph, [80.0, 86.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 104.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 122.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 140.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 158.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 176.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 194.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 212.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 230.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 248.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 266.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 284.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 302.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 320.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 338.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [80.0, 356.0, 634.0, 18.0], shoonya_1sF2TVTLG5S3FE, 5776716]
[paragraph, [83.0, 390.0, 631.0, 18.0], shoonya_4s04YE88DU7SYK, 5776716]
[paragraph, [83.0, 408.0, 631.0, 18.0], shoonya_4s04YE88DU7SYK, 5776716]
[paragraph, [85.0, 440.0, 628.0, 18.0], shoonya_6s8U1EGV3M2UVL, 5776716]
[paragraph, [85.0, 458.0, 628.0, 18.0], shoonya_6s8U1EGV3M2UVL, 5776716]
[paragraph, [107.0, 489.0, 534.0, 18.0], shoonya_9s8GTRTA7KK8BK, 5776716]
[paragraph, [86.0, 516.0, 631.0, 18.0], shoonya_3sZSHF1X4X9X8D, 5776716]
[paragraph, [86.0, 534.0, 631.0, 18.0], shoonya_3sZSHF1X4X9X8D, 5776716]
[paragraph, [86.0, 552.0, 631.0, 18.0], shoonya_3sZSHF1X4X9X8D, 5776716]
[paragraph, [86.0, 570.0, 631.0, 18.0], shoonya_3sZSHF1X4X9X8D, 5776716]
[paragraph, [86.0, 588.0, 631.0, 18.0], shoonya_3sZSHF1X4X9X8D, 5776716]
[paragraph, [106.0, 613.0, 277.0, 18.0], shoonya_8sFZW31XD853VF, 5776716]
[paragraph, [84.0, 641.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 659.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 677.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 695.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 713.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 731.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 749.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 767.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 785.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [84.0, 803.0, 634.0, 18.0], shoonya_2sZN9VPZAVF5BM, 5776716]
[paragraph, [108.0, 839.0, 139.0, 18.0], shoonya_7sVY0KQSRWKIHI, 5776716]
[paragraph, [85.0, 865.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [85.0, 883.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [85.0, 901.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [85.0, 919.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [85.0, 937.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [85.0, 955.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [85.0, 973.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [85.0, 991.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [85.0, 1009.0, 635.0, 18.0], shoonya_0sKGPDZ3SN187Z, 5776716]
[paragraph, [88.0, 1042.0, 631.0, 18.0], shoonya_5sQ85MTXJQ7W0X, 5776716]
[paragraph, [88.0, 1060.0, 631.0, 18.0], shoonya_5sQ85MTXJQ7W0X, 5776716]
