[842, 595]
[section-title, [39.0, 51.0, 531.0, 30.0], WxwbxTyny7, 5765822]
[paragraph, [39.0, 91.0, 530.0, 18.0], 7lbG1adeUX, 5765822]
[paragraph, [39.0, 109.0, 530.0, 18.0], 7lbG1adeUX, 5765822]
[paragraph, [39.0, 127.0, 530.0, 18.0], 7lbG1adeUX, 5765822]
[paragraph, [39.0, 145.0, 530.0, 18.0], 7lbG1adeUX, 5765822]
[paragraph, [37.0, 180.0, 534.0, 18.0], R0_CM_lIoY, 5765822]
[paragraph, [37.0, 198.0, 534.0, 18.0], R0_CM_lIoY, 5765822]
[paragraph, [37.0, 216.0, 534.0, 18.0], R0_CM_lIoY, 5765822]
[ordered-list, [39.0, 270.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 288.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 306.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 324.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 342.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 360.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 378.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 396.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 414.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 432.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 450.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 468.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 486.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 504.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 522.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 540.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 558.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 576.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 594.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 612.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 630.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 648.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 666.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 684.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 702.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 720.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 738.0, 513.0, 18.0], QEHnDAorue, 5765822]
[ordered-list, [39.0, 756.0, 513.0, 18.0], QEHnDAorue, 5765822]
[sub-ordered-list, [41.0, 611.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
[sub-ordered-list, [41.0, 629.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
[sub-ordered-list, [41.0, 647.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
[sub-ordered-list, [41.0, 665.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
[sub-ordered-list, [41.0, 683.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
[sub-ordered-list, [41.0, 701.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
[sub-ordered-list, [41.0, 719.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
[sub-ordered-list, [41.0, 737.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
[sub-ordered-list, [41.0, 755.0, 511.0, 18.0], PcwLn3A_Zq, 5765822]
