[2174, 1461]
[folio, [158.0, 129.0, 149.0, 36.0], X0c1Q7chpr, 5654921]
[paragraph, [156.0, 227.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 263.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 299.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 335.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 371.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 407.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 443.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 479.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 515.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 551.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 587.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [156.0, 623.0, 1165.0, 36.0], shoonya_1sXWQDEJ26RTYL, 5654921]
[paragraph, [159.0, 700.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 736.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 772.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 808.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 844.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 880.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 916.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 952.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 988.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1024.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1060.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1096.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1132.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1168.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1204.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1240.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1276.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1312.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1348.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1384.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1420.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [159.0, 1456.0, 1167.0, 36.0], shoonya_0sSED12Y5X7REQ, 5654921]
[paragraph, [154.0, 1550.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[paragraph, [154.0, 1586.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[paragraph, [154.0, 1622.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[paragraph, [154.0, 1658.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[paragraph, [154.0, 1694.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[paragraph, [154.0, 1730.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[paragraph, [154.0, 1766.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[paragraph, [154.0, 1802.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[paragraph, [154.0, 1838.0, 1169.0, 36.0], shoonya_2sAQU89OGTVG5Z, 5654921]
[reference, [154.0, 1966.0, 734.0, 36.0], shoonya_4sTF0DDYQTQD0Z, 5654921]
