[1447, 1063]
[folio, [421.0, 45.0, 220.0, 18.0], C7zOKi03Jf, 5762872]
[headline, [94.0, 81.0, 867.0, 25.5], shoonya_1sN3MRIQRVX3QL, 5762872]
[headline, [94.0, 106.5, 867.0, 25.5], shoonya_1sN3MRIQRVX3QL, 5762872]
[headline, [94.0, 132.0, 867.0, 25.5], shoonya_1sN3MRIQRVX3QL, 5762872]
[headline, [94.0, 157.5, 867.0, 25.5], shoonya_1sN3MRIQRVX3QL, 5762872]
[paragraph, [532.0, 191.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 209.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 227.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 245.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 263.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 281.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 299.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 317.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 335.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [532.0, 353.0, 433.0, 18.0], I7VQohIN3e, 5762872]
[paragraph, [91.0, 195.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 213.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 231.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 249.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 267.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 285.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 303.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 321.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 339.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 357.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 375.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 393.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 411.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 429.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 447.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 465.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 483.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 501.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 519.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 537.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 555.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 573.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [91.0, 591.0, 436.0, 18.0], shoonya_3sOHXSEMPPXJT4, 5762872]
[paragraph, [534.0, 375.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 393.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 411.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 429.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 447.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 465.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 483.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 501.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 519.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 537.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 555.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 573.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 591.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 609.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 627.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 645.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 663.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 681.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 699.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 717.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 735.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 753.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 771.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 789.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 807.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 825.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 843.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 861.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 879.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 897.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [534.0, 915.0, 433.0, 18.0], qHVSt_rG6C, 5762872]
[paragraph, [90.0, 615.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 633.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 651.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
[paragraph, [90.0, 669.0, 438.0, 18.0], tMCEp6XcZE, 5762872]
