[842, 595]
[section-title, [255.0, 50.0, 94.0, 30.0], yHVdlDnDGd, 5661010]
[chapter-title, [83.0, 77.0, 435.0, 30.0], shoonya_11sS1UYJKPYZO5, 5661010]
[chapter-title, [83.0, 107.0, 435.0, 30.0], shoonya_11sS1UYJKPYZO5, 5661010]
[paragraph, [81.0, 332.0, 466.0, 18.0], shoonya_0s4GAX92MJGIFA, 5661010]
[paragraph, [81.0, 350.0, 466.0, 18.0], shoonya_0s4GAX92MJGIFA, 5661010]
[paragraph, [81.0, 368.0, 466.0, 18.0], shoonya_0s4GAX92MJGIFA, 5661010]
[paragraph, [81.0, 386.0, 466.0, 18.0], shoonya_0s4GAX92MJGIFA, 5661010]
[paragraph, [81.0, 404.0, 466.0, 18.0], shoonya_0s4GAX92MJGIFA, 5661010]
[paragraph, [81.0, 460.0, 466.0, 18.0], shoonya_9s0E17YYP8KDBG, 5661010]
[paragraph, [81.0, 478.0, 466.0, 18.0], shoonya_9s0E17YYP8KDBG, 5661010]
[unordered-list, [86.0, 499.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 517.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 535.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 553.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 571.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 589.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 607.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 625.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 643.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 661.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[unordered-list, [86.0, 679.0, 333.0, 18.0], shoonya_2s97YETWTYJ15A, 5661010]
[paragraph, [80.0, 735.0, 468.0, 18.0], shoonya_3s85QF5H7P5TOW, 5661010]
[paragraph, [80.0, 753.0, 468.0, 18.0], shoonya_3s85QF5H7P5TOW, 5661010]
[paragraph, [80.0, 771.0, 468.0, 18.0], shoonya_3s85QF5H7P5TOW, 5661010]
