[1492, 1000]
[folio, [455.0, 152.0, 162.0, 18.0], NHHDlxwRgc, 5719912]
[paragraph, [243.0, 206.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [243.0, 224.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [243.0, 242.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [243.0, 260.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [243.0, 278.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [243.0, 296.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [243.0, 314.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [243.0, 332.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [243.0, 350.0, 499.0, 18.0], shoonya_1sVDGU5VYH2P5C, 5719912]
[paragraph, [249.0, 378.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [249.0, 396.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [249.0, 414.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [249.0, 432.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [249.0, 450.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [249.0, 468.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [249.0, 486.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [249.0, 504.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [249.0, 522.0, 456.0, 18.0], LmV5qL4doC, 5719912]
[paragraph, [246.0, 550.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [246.0, 568.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [246.0, 586.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [246.0, 604.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [246.0, 622.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [246.0, 640.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [246.0, 658.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [246.0, 676.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [246.0, 694.0, 468.0, 18.0], RQ7yPY3IkX, 5719912]
[paragraph, [261.0, 718.0, 415.0, 18.0], wMlG7pDk77, 5719912]
[paragraph, [261.0, 736.0, 415.0, 18.0], wMlG7pDk77, 5719912]
[paragraph, [261.0, 754.0, 415.0, 18.0], wMlG7pDk77, 5719912]
[paragraph, [261.0, 772.0, 415.0, 18.0], wMlG7pDk77, 5719912]
[paragraph, [261.0, 790.0, 415.0, 18.0], wMlG7pDk77, 5719912]
[paragraph, [261.0, 808.0, 415.0, 18.0], wMlG7pDk77, 5719912]
[paragraph, [261.0, 826.0, 415.0, 18.0], wMlG7pDk77, 5719912]
[paragraph, [261.0, 844.0, 415.0, 18.0], wMlG7pDk77, 5719912]
[paragraph, [247.0, 887.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [247.0, 905.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [247.0, 923.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [247.0, 941.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [247.0, 959.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [247.0, 977.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [247.0, 995.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [247.0, 1013.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [247.0, 1031.0, 502.0, 18.0], TrjyvU7D97, 5719912]
[paragraph, [249.0, 1058.0, 415.0, 18.0], Mz77xSDaKr, 5719912]
[paragraph, [249.0, 1076.0, 415.0, 18.0], Mz77xSDaKr, 5719912]
[paragraph, [249.0, 1094.0, 415.0, 18.0], Mz77xSDaKr, 5719912]
[paragraph, [249.0, 1112.0, 415.0, 18.0], Mz77xSDaKr, 5719912]
[paragraph, [249.0, 1130.0, 415.0, 18.0], Mz77xSDaKr, 5719912]
[paragraph, [249.0, 1148.0, 415.0, 18.0], Mz77xSDaKr, 5719912]
[paragraph, [249.0, 1166.0, 415.0, 18.0], Mz77xSDaKr, 5719912]
[paragraph, [249.0, 1184.0, 415.0, 18.0], Mz77xSDaKr, 5719912]
[paragraph, [265.0, 1232.0, 393.0, 18.0], 8FHC2oehcK, 5719912]
[paragraph, [265.0, 1250.0, 393.0, 18.0], 8FHC2oehcK, 5719912]
[paragraph, [265.0, 1268.0, 393.0, 18.0], 8FHC2oehcK, 5719912]
[paragraph, [265.0, 1286.0, 393.0, 18.0], 8FHC2oehcK, 5719912]
