[2200, 1700]
[section-title, [469.0, 53.0, 761.0, 52.5], yBnJtNrvPd, 5731116]
[paragraph, [278.0, 143.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 179.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 215.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 251.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 287.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 323.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 359.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 395.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 431.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 467.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 503.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 539.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 575.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 611.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 647.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 683.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 719.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 755.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 791.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 827.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 863.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 899.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 935.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 971.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1007.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1043.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1079.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1115.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1151.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1187.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1223.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1259.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1295.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1331.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[paragraph, [278.0, 1367.0, 1131.0, 36.0], shoonya_2sG28MB73L0902, 5731116]
[footnote, [310.0, 1547.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
[footnote, [310.0, 1583.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
[footnote, [310.0, 1619.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
[footnote, [310.0, 1655.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
[footnote, [310.0, 1691.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
[footnote, [310.0, 1727.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
[footnote, [310.0, 1763.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
[footnote, [310.0, 1799.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
[footnote, [310.0, 1835.0, 1091.0, 36.0], shoonya_1sVXEV875PAJUL, 5731116]
