[1267, 753]
[folio, [321.0, 69.0, 154.0, 18.0], shoonya_2s6XFN3YRA6LT2, 5699890]
[folio, [321.0, 87.0, 154.0, 18.0], shoonya_2s6XFN3YRA6LT2, 5699890]
[paragraph, [83.0, 114.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 132.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 150.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 168.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 186.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 204.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 222.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 240.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 258.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 276.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 294.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 312.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 330.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 348.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 366.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 384.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 402.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 420.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 438.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 456.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 474.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 492.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [83.0, 510.0, 588.0, 18.0], shoonya_0sU8QAF911ID77, 5699890]
[paragraph, [77.0, 545.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 563.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 581.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 599.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 617.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 635.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 653.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 671.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 689.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 707.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 725.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 743.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 761.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 779.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 797.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 815.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 833.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 851.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 869.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 887.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 905.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 923.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 941.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 959.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
[paragraph, [77.0, 977.0, 591.0, 18.0], shoonya_1sE227AMROJTEL, 5699890]
