[1625, 1211]
[headline, [138.0, 120.0, 918.0, 37.5], shoonya_1sTXRB12AMD1TG, 5742356]
[paragraph, [436.0, 227.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [436.0, 263.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [436.0, 299.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [436.0, 335.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [436.0, 371.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [436.0, 407.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [436.0, 443.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [436.0, 479.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [436.0, 515.0, 341.0, 36.0], GkUloV4rCj, 5742356]
[paragraph, [75.0, 234.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 270.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 306.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 342.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 378.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 414.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 450.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 486.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 522.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 558.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 594.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 630.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 666.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [75.0, 702.0, 341.0, 36.0], shoonya_0s9I3L21RLUF2S, 5742356]
[paragraph, [798.0, 234.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 270.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 306.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 342.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 378.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 414.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 450.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 486.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 522.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 558.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 594.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 630.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 666.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 702.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [798.0, 738.0, 339.0, 36.0], 5uPQUFITRq, 5742356]
[paragraph, [438.0, 579.0, 336.0, 36.0], Fkdh0T_sJ1, 5742356]
[paragraph, [438.0, 615.0, 336.0, 36.0], Fkdh0T_sJ1, 5742356]
[paragraph, [438.0, 651.0, 336.0, 36.0], Fkdh0T_sJ1, 5742356]
[paragraph, [438.0, 687.0, 336.0, 36.0], Fkdh0T_sJ1, 5742356]
[paragraph, [438.0, 723.0, 336.0, 36.0], Fkdh0T_sJ1, 5742356]
[paragraph, [438.0, 759.0, 336.0, 36.0], Fkdh0T_sJ1, 5742356]
[paragraph, [77.0, 757.0, 336.0, 36.0], s_DSmSvIVp, 5742356]
[paragraph, [80.0, 856.0, 336.0, 36.0], IVDd94kaIC, 5742356]
[paragraph, [80.0, 892.0, 336.0, 36.0], IVDd94kaIC, 5742356]
[paragraph, [80.0, 928.0, 336.0, 36.0], IVDd94kaIC, 5742356]
[paragraph, [80.0, 964.0, 336.0, 36.0], IVDd94kaIC, 5742356]
[paragraph, [80.0, 1000.0, 336.0, 36.0], IVDd94kaIC, 5742356]
[paragraph, [80.0, 1036.0, 336.0, 36.0], IVDd94kaIC, 5742356]
[paragraph, [800.0, 856.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 892.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 928.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 964.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 1000.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 1036.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 1072.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 1108.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 1144.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
[paragraph, [800.0, 1180.0, 330.0, 36.0], AMAJPXG7-p, 5742356]
